datetime,gross_demand_mw,solar_generation_mw,net_demand_mw,available_capacity_mw,temperature,humidity,precipitation,wind_speed,cloud_cover,solar_radiation,direct_radiation,feels_like
2025-09-03 19:00:00,19716.854,0.0,19716.854,23980.888,25.9,85,0.0,8.4,100,0.0,0.0,30.3
2025-09-03 20:00:00,19673.228,0.0,19673.228,23929.41,25.8,87,0.1,6.7,100,0.0,0.0,30.5
2025-09-03 21:00:00,19833.333,0.0,19833.333,24118.332,25.6,90,0.4,6.7,100,0.0,0.0,30.5
2025-09-03 22:00:00,19964.816,0.0,19964.816,24273.483,25.4,91,1.1,6.8,100,0.0,0.0,30.4
2025-09-03 23:00:00,9044.691,0.0,9044.691,11387.737000000001,25.1,95,0.4,4.8,100,0.0,0.0,30.7
2025-09-04 00:00:00,8916.77,0.0,8916.77,11236.788,25.1,96,0.4,5.3,100,0.0,0.0,30.6
2025-09-04 01:00:00,9024.05,0.0,9024.05,11363.378,25.0,96,0.6,6.3,100,0.0,0.0,30.4
2025-09-04 02:00:00,8971.289,0.0,8971.289,11301.125,24.8,97,0.5,7.3,98,0.0,0.0,30.0
2025-09-04 03:00:00,8903.988,0.0,8903.988,11221.706,24.7,97,0.3,8.6,100,0.0,0.0,29.6
2025-09-04 04:00:00,8991.805,0.0,8991.805,11325.332,24.8,97,0.1,9.3,100,0.0,0.0,29.6
2025-09-04 05:00:00,15139.479,0.0,15139.479,18579.586,24.5,97,1.7,8.2,76,0.0,0.0,29.3
2025-09-04 06:00:00,16871.481,0.0,16871.481,20623.345,24.2,96,12.0,12.0,100,4.0,0.0,28.3
2025-09-04 07:00:00,17023.57,306.574,16716.998,20802.813,24.2,96,1.8,4.3,100,30.0,0.0,29.4
2025-09-04 08:00:00,16762.488,602.616,16159.869999999999,20494.734,25.2,94,0.0,3.7,100,106.0,7.0,30.8
2025-09-04 09:00:00,16857.194,871.126,15986.069,20606.489,26.8,89,0.0,4.2,100,263.0,29.0,32.9
2025-09-04 10:00:00,17040.373,1091.865,15948.508,20822.641,28.6,84,0.0,3.4,100,438.0,118.0,35.1
2025-09-04 11:00:00,15052.573,1006.973,14045.599,18477.038,30.0,77,0.0,4.0,100,599.0,260.0,36.7
2025-09-04 12:00:00,14978.394,1073.662,13904.732,18389.505,31.0,72,0.0,3.7,95,729.0,454.0,38.7
2025-09-04 13:00:00,14970.704,985.287,13985.414,18380.427,31.4,69,0.0,3.2,68,744.0,518.0,38.9
2025-09-04 14:00:00,15237.976,921.13,14316.844000000001,18695.811,31.4,67,0.0,8.2,100,684.0,477.0,37.5
2025-09-04 15:00:00,15108.556,761.585,14346.972,18543.095,30.0,76,0.3,7.9,100,456.0,210.0,35.7
2025-09-04 16:00:00,15213.336,519.905,14693.429,18666.735,29.1,81,0.0,5.6,100,268.0,83.0,35.4
2025-09-04 17:00:00,14998.422,278.564,14719.857,18413.138,28.9,82,0.0,5.6,100,140.0,15.0,35.1
2025-09-04 18:00:00,20191.126,0.0,20191.126,24540.526,27.8,86,0.0,4.8,46,57.0,15.0,34.0
2025-09-04 19:00:00,20062.777000000002,0.0,20062.777000000002,24389.078,27.4,88,0.0,4.9,38,0.0,0.0,33.5
2025-09-04 20:00:00,19820.61,0.0,19820.61,24103.32,27.0,89,0.0,5.4,57,0.0,0.0,33.0
2025-09-04 21:00:00,19669.362,0.0,19669.362,23924.846,26.7,89,0.0,5.7,86,0.0,0.0,32.5
2025-09-04 22:00:00,19571.45,0.0,19571.45,23809.311,26.4,91,0.0,4.3,91,0.0,0.0,32.3
2025-09-04 23:00:00,9021.369,0.0,9021.369,11360.216,26.2,91,0.0,4.0,90,0.0,0.0,32.0
2025-09-05 00:00:00,9052.027,0.0,9052.027,11396.39,26.0,91,0.0,4.1,100,0.0,0.0,31.8
2025-09-05 01:00:00,9049.869,0.0,9049.869,11393.846,25.9,92,0.0,5.7,19,0.0,0.0,31.5
2025-09-05 02:00:00,9024.444,0.0,9024.444,11363.845,25.7,93,0.0,5.0,28,0.0,0.0,31.4
2025-09-05 03:00:00,8916.478,0.0,8916.478,11236.446,25.5,92,0.4,7.1,53,0.0,0.0,30.7
2025-09-05 04:00:00,8993.673,0.0,8993.673,11327.536,25.4,93,0.3,5.5,22,0.0,0.0,30.7
2025-09-05 05:00:00,15205.452,0.0,15205.452,18657.434,25.2,94,0.0,5.5,12,0.0,0.0,30.6
2025-09-05 06:00:00,16925.396,0.0,16925.396,20686.968,26.7,86,0.0,10.7,100,6.0,0.0,31.3
2025-09-05 07:00:00,16963.339,322.031,16641.31,20731.739,27.1,84,0.0,11.9,100,94.0,19.0,31.5
2025-09-05 08:00:00,16887.702,596.647,16291.053,20642.485,28.0,80,0.0,12.6,100,264.0,114.0,32.4
2025-09-05 09:00:00,16952.676,889.073,16063.603,20719.158,29.0,74,0.0,16.8,100,427.0,213.0,32.5
2025-09-05 10:00:00,16863.831,1042.495,15821.339,20614.324,29.8,75,0.0,13.4,100,589.0,323.0,34.6
2025-09-05 11:00:00,15056.684,991.716,14064.965,18481.886,30.5,73,0.0,13.1,100,691.0,443.0,36.1
2025-09-05 12:00:00,14873.06,1027.804,13845.255000000001,18265.211,31.0,72,0.1,14.0,100,759.0,489.0,37.0
2025-09-05 13:00:00,14869.616,999.801,13869.812,18261.145,29.9,75,1.6,17.0,87,762.0,508.0,35.2
2025-09-05 14:00:00,15089.823,938.972,14150.851999999999,18520.993,30.5,76,1.5,10.6,49,600.0,341.0,36.4
2025-09-05 15:00:00,15120.367,786.699,14333.669,18557.032,29.6,71,0.1,13.5,91,479.0,295.0,33.6
2025-09-05 16:00:00,15112.841,530.627,14582.213,18548.150999999998,28.7,79,0.4,12.5,100,328.0,175.0,33.3
2025-09-05 17:00:00,15109.735,279.819,14829.917,18544.486,27.0,87,0.4,9.7,99,141.0,38.0,32.1
2025-09-05 18:00:00,19819.665,0.0,19819.665,24102.205,27.1,89,0.0,8.8,100,50.0,9.0,32.6
2025-09-05 19:00:00,19798.45,0.0,19798.45,24077.171,26.9,91,0.0,5.3,99,0.0,0.0,33.1
2025-09-05 20:00:00,19556.934,0.0,19556.934,23792.183,26.8,92,0.0,7.6,99,0.0,0.0,32.6
2025-09-05 21:00:00,19634.432,0.0,19634.432,23883.628,26.7,91,0.0,9.0,100,0.0,0.0,32.2
2025-09-05 22:00:00,19754.598,0.0,19754.598,24025.425,26.6,91,0.0,9.1,99,0.0,0.0,32.0
2025-09-05 23:00:00,9121.719,0.0,9121.719,11478.627,26.4,93,0.0,9.2,100,0.0,0.0,31.8
2025-09-06 00:00:00,7802.933,0.0,7802.933,9922.461,25.4,96,4.7,10.5,100,0.0,0.0,30.3
2025-09-06 01:00:00,7771.599,0.0,7771.599,9885.485999999999,24.8,96,3.8,12.5,100,0.0,0.0,29.1
2025-09-06 02:00:00,7947.132,0.0,7947.132,10092.619,24.5,95,0.1,14.1,100,0.0,0.0,28.3
2025-09-06 03:00:00,7825.233,0.0,7825.233,9948.776,24.6,96,0.1,11.5,100,0.0,0.0,28.9
2025-09-06 04:00:00,7895.157999999999,0.0,7895.157999999999,10031.283,24.7,96,0.1,9.8,100,0.0,0.0,29.3
2025-09-06 05:00:00,12943.447,0.0,12943.447,15988.267,24.6,96,0.0,7.2,100,0.0,0.0,29.7
2025-09-06 06:00:00,14641.426,0.0,14641.426,17991.883,26.0,92,0.0,7.7,100,6.0,0.0,31.3
2025-09-06 07:00:00,14629.104,269.218,14359.887,17977.341,26.6,91,0.0,7.7,100,99.0,28.0,32.2
2025-09-06 08:00:00,14584.452,508.603,14075.849,17924.655,27.8,86,0.0,10.1,94,286.0,157.0,33.3
2025-09-06 09:00:00,14610.791,731.785,13879.004,17955.733,29.2,78,0.0,12.6,97,471.0,301.0,34.1
2025-09-06 10:00:00,14541.265,885.597,13655.667,17873.691,30.3,72,0.2,13.5,100,628.0,430.0,35.2
2025-09-06 11:00:00,13083.985,903.871,12180.112,16154.1,30.8,71,0.1,11.8,100,670.0,441.0,36.5
2025-09-06 12:00:00,13077.163,911.4159999999999,12165.747,16146.053,31.2,72,0.1,11.9,99,764.0,518.0,37.7
2025-09-06 13:00:00,13022.887,900.02,12122.863,16082.005000000001,31.2,72,0.1,11.9,98,759.0,522.0,37.6
2025-09-06 14:00:00,13020.849,791.819,12229.032,16079.602,31.2,73,0.2,11.1,98,651.0,426.0,37.4
2025-09-06 15:00:00,13087.588,626.281,12461.307,16158.353,29.5,80,2.4,8.9,99,471.0,255.0,35.3
2025-09-06 16:00:00,13204.551,491.763,12712.792,16296.371,29.3,80,1.2,10.0,98,290.0,112.0,34.8
2025-09-06 17:00:00,13114.106,244.751,12869.356,16189.643,28.6,83,0.2,8.8,98,167.0,47.0,34.3
2025-09-06 18:00:00,17228.138,0.0,17228.138,21044.201,28.8,83,0.0,7.1,70,48.0,10.0,35.0
2025-09-06 19:00:00,17181.438,0.0,17181.438,20989.097999999998,28.3,85,0.0,7.8,93,0.0,0.0,34.2
2025-09-06 20:00:00,17145.335,0.0,17145.335,20946.493,27.7,88,0.0,10.7,99,0.0,0.0,33.1
2025-09-06 21:00:00,17374.714,0.0,17374.714,21217.163,26.8,88,0.0,8.5,99,0.0,0.0,32.1
2025-09-06 22:00:00,17263.584,0.0,17263.584,21086.028,26.4,89,0.0,9.1,98,0.0,0.0,31.4
2025-09-06 23:00:00,7803.946,0.0,7803.946,9923.655,26.2,90,0.0,9.0,100,0.0,0.0,31.2
2025-09-07 00:00:00,7876.1,0.0,7876.1,10008.799,26.1,90,0.0,11.0,100,0.0,0.0,30.8
2025-09-07 01:00:00,7904.0689999999995,0.0,7904.0689999999995,10041.801,25.2,93,1.2,10.7,100,0.0,0.0,29.7
2025-09-07 02:00:00,7750.77,0.0,7750.77,9860.904,25.3,95,0.0,8.8,99,0.0,0.0,30.3
2025-09-07 03:00:00,7938.583,0.0,7938.583,10082.53,25.1,96,0.0,6.6,25,0.0,0.0,30.4
2025-09-07 04:00:00,7835.296,0.0,7835.296,9960.652,24.9,96,0.0,6.6,4,0.0,0.0,30.1
2025-09-07 05:00:00,13152.353,0.0,13152.353,16234.775,24.8,96,0.0,5.8,2,0.0,0.0,30.1
2025-09-07 06:00:00,14618.104,0.0,14618.104,17964.363,25.8,95,0.0,9.0,80,6.0,0.0,31.2
2025-09-07 07:00:00,14765.732,270.804,14494.929,18138.564,26.6,93,0.0,7.6,49,101.0,33.0,32.4
2025-09-07 08:00:00,14775.298999999999,520.9639999999999,14254.335,18149.853,27.9,87,0.0,9.0,21,293.0,172.0,33.7
2025-09-07 09:00:00,14787.555,751.557,14036.0,18164.315,29.3,81,0.0,9.3,39,492.0,341.0,35.1
2025-09-07 10:00:00,14616.719000000001,867.0219999999999,13749.698,17962.726,30.5,75,0.1,9.8,27,632.0,453.0,36.5
2025-09-07 11:00:00,13025.307999999999,823.917,12201.392,16084.866,31.3,72,0.0,9.0,31,771.0,584.0,38.4
2025-09-07 12:00:00,13208.298,900.257,12308.043,16300.793,31.8,69,0.0,9.6,15,793.0,591.0,38.8
2025-09-07 13:00:00,13176.215,861.9929999999999,12314.221000000001,16262.932999999999,31.9,68,0.0,8.9,10,756.0,561.0,38.7
2025-09-07 14:00:00,12839.457,768.528,12070.932,15865.559000000001,31.9,70,0.0,7.9,15,695.0,508.0,38.7
2025-09-07 15:00:00,12925.181,688.1560000000001,12237.023000000001,15966.714,31.2,74,0.2,9.3,72,504.0,286.0,37.2
2025-09-07 16:00:00,13067.096,487.082,12580.014,16134.175000000001,30.8,76,0.1,5.4,100,347.0,175.0,37.4
2025-09-07 17:00:00,13092.135,225.466,12866.67,16163.723,29.9,78,0.7,5.6,97,185.0,77.0,36.2
2025-09-07 18:00:00,17205.085,0.0,17205.085,21017.002,28.0,88,0.0,6.5,100,40.0,3.0,34.3
2025-09-07 19:00:00,17240.779,0.0,17240.779,21059.122,27.4,89,0.0,5.8,100,0.0,0.0,33.5
2025-09-07 20:00:00,16967.303,0.0,16967.303,20736.419,27.0,90,0.0,5.2,99,0.0,0.0,33.1
2025-09-07 21:00:00,17171.964,0.0,17171.964,20977.919,26.7,90,0.0,5.2,100,0.0,0.0,32.7
2025-09-07 22:00:00,17082.862,0.0,17082.862,20872.778000000002,26.5,91,0.0,6.2,9,0.0,0.0,32.2
2025-09-07 23:00:00,7834.896,0.0,7834.896,9960.177,26.2,92,0.0,5.7,3,0.0,0.0,32.0
2025-09-08 00:00:00,9006.3,0.0,9006.3,11342.437,26.0,93,0.0,5.7,4,0.0,0.0,31.7
2025-09-08 01:00:00,8890.190999999999,0.0,8890.190999999999,11205.424,25.8,95,0.0,4.5,2,0.0,0.0,31.7
2025-09-08 02:00:00,8960.328,0.0,8960.328,11288.188,25.5,96,0.0,3.3,2,0.0,0.0,31.6
2025-09-08 03:00:00,9028.463,0.0,9028.463,11368.585000000001,25.3,97,0.0,2.7,2,0.0,0.0,31.5
2025-09-08 04:00:00,8958.551,0.0,8958.551,11286.093,25.2,98,0.0,3.1,2,0.0,0.0,31.3
2025-09-08 05:00:00,15079.663,0.0,15079.663,18508.997,25.2,98,0.0,4.2,7,0.0,0.0,31.1
2025-09-08 06:00:00,16812.135,0.0,16812.135,20553.318,25.8,96,0.0,5.9,12,6.0,1.0,31.7
2025-09-08 07:00:00,16936.27,308.525,16627.747,20699.8,26.7,93,0.0,5.1,7,105.0,41.0,33.0
2025-09-08 08:00:00,16769.573,611.356,16158.22,20503.096,27.9,89,0.0,5.8,4,289.0,169.0,34.4
2025-09-08 09:00:00,16643.17,790.664,15852.507,20353.939,29.2,81,0.1,6.1,6,479.0,327.0,35.5
2025-09-08 10:00:00,17101.977,1037.379,16064.604,20895.337,30.3,74,0.1,5.1,10,634.0,456.0,36.9
2025-09-08 11:00:00,15002.999,1054.894,13948.106,18418.538,30.9,72,0.1,3.8,12,747.0,553.0,38.5
2025-09-08 12:00:00,15030.71,1037.189,13993.523000000001,18451.238,31.4,71,0.1,4.0,19,795.0,594.0,39.4
2025-09-08 13:00:00,15058.35,978.651,14079.7,18483.854,31.5,70,0.1,4.5,16,773.0,577.0,39.1
2025-09-08 14:00:00,15091.106,895.11,14195.995,18522.505,31.7,65,0.1,4.6,15,721.0,536.0,38.4
2025-09-08 15:00:00,15166.453,719.076,14447.374,18611.414,32.0,60,0.1,4.0,9,566.0,375.0,37.1
2025-09-08 16:00:00,15095.117,532.831,14562.284,18527.236,31.9,60,0.0,2.2,4,373.0,219.0,37.1
2025-09-08 17:00:00,14980.284,274.533,14705.754,18391.738,31.4,64,0.0,3.6,7,201.0,99.0,36.8
2025-09-08 18:00:00,19991.004,0.0,19991.004,24304.387000000002,30.5,72,0.0,3.8,48,51.0,16.0,36.5
2025-09-08 19:00:00,19725.078,0.0,19725.078,23990.592,29.3,78,0.0,2.9,41,0.0,0.0,35.7
2025-09-08 20:00:00,19868.059,0.0,19868.059,24159.307999999997,28.8,80,0.0,1.5,98,0.0,0.0,35.2
2025-09-08 21:00:00,20043.613,0.0,20043.613,24366.462,28.4,81,0.0,1.3,100,0.0,0.0,34.8
2025-09-08 22:00:00,19993.920000000002,0.0,19993.920000000002,24307.825,28.0,82,0.0,0.9,100,0.0,0.0,34.4
2025-09-08 23:00:00,8946.937,0.0,8946.937,11272.386,27.5,84,0.0,1.8,100,0.0,0.0,33.7
2025-09-09 00:00:00,8989.48,0.0,8989.48,11322.588,27.1,85,0.0,3.5,20,0.0,0.0,32.8
2025-09-09 01:00:00,8940.936,0.0,8940.936,11265.304,26.6,85,0.0,3.8,98,0.0,0.0,32.1
2025-09-09 02:00:00,8879.103000000001,0.0,8879.103000000001,11192.344,26.3,84,0.0,5.2,2,0.0,0.0,31.3
2025-09-09 03:00:00,9052.391,0.0,9052.391,11396.823,26.0,86,0.0,6.7,4,0.0,0.0,30.8
2025-09-09 04:00:00,8922.458,0.0,8922.458,11243.502,25.9,87,0.0,7.7,1,0.0,0.0,30.6
2025-09-09 05:00:00,14878.765,0.0,14878.765,18271.942,25.8,88,0.0,7.9,1,0.0,0.0,30.4
2025-09-09 06:00:00,16927.719,0.0,16927.719,20689.707,26.7,86,0.0,7.2,1,6.0,1.0,31.8
2025-09-09 07:00:00,16911.198,304.331,16606.87,20670.215,27.5,84,0.0,6.7,0,106.0,43.0,33.0
2025-09-09 08:00:00,16969.793,610.752,16359.04,20739.357,28.6,80,0.0,7.7,0,293.0,177.0,34.1
2025-09-09 09:00:00,16850.681,815.213,16035.467999999999,20598.803,30.0,74,0.0,8.0,1,489.0,340.0,35.4
2025-09-09 10:00:00,16598.306,997.441,15600.864,20301.002,30.5,70,0.3,9.3,28,653.0,480.0,36.1
2025-09-09 11:00:00,15004.869,1013.759,13991.109999999999,18420.745,31.3,66,0.1,8.9,19,685.0,457.0,37.0
2025-09-09 12:00:00,14980.67,1026.449,13954.220000000001,18392.191,31.9,64,0.0,8.1,9,752.0,532.0,38.1
2025-09-09 13:00:00,15155.47,1018.422,14137.048999999999,18598.454,32.4,64,0.0,8.8,10,746.0,540.0,38.7
2025-09-09 14:00:00,15067.299,890.539,14176.761,18494.415,32.3,63,0.0,10.0,8,681.0,492.0,37.9
2025-09-09 15:00:00,15036.398,733.932,14302.465,18457.95,32.4,63,0.0,9.9,2,574.0,404.0,37.3
2025-09-09 16:00:00,14993.537,512.689,14480.845,18407.373,32.0,62,0.0,10.8,11,398.0,260.0,36.4
2025-09-09 17:00:00,14945.551,245.80100000000002,14699.75,18350.75,31.2,68,0.0,8.2,6,210.0,113.0,36.3
2025-09-09 18:00:00,19737.31,0.0,19737.31,24005.025999999998,30.3,72,0.0,5.6,7,49.0,16.0,36.1
2025-09-09 19:00:00,19937.053,0.0,19937.053,24240.72,29.5,76,0.0,6.4,1,0.0,0.0,35.2
2025-09-09 20:00:00,19699.259000000002,0.0,19699.259000000002,23960.125,29.0,79,0.0,7.6,4,0.0,0.0,34.6
2025-09-09 21:00:00,19618.615,0.0,19618.615,23864.965,28.6,78,0.0,7.8,5,0.0,0.0,33.8
2025-09-09 22:00:00,19743.196,0.0,19743.196,24011.972999999998,28.1,78,0.0,6.9,2,0.0,0.0,33.2
2025-09-09 23:00:00,8995.75,0.0,8995.75,11329.986,27.7,79,0.0,7.0,0,0.0,0.0,32.5
2025-09-10 00:00:00,8888.133,0.0,8888.133,11202.997,27.3,80,0.0,7.3,0,0.0,0.0,31.9
2025-09-10 01:00:00,8998.56,0.0,8998.56,11333.298999999999,26.9,80,0.0,7.6,0,0.0,0.0,31.3
2025-09-10 02:00:00,8993.227,0.0,8993.227,11327.009,26.4,81,0.0,7.8,0,0.0,0.0,30.7
2025-09-10 03:00:00,9045.248,0.0,9045.248,11388.393,26.1,83,0.0,7.6,0,0.0,0.0,30.3
2025-09-10 04:00:00,9011.514,0.0,9011.514,11348.587,25.8,84,0.0,8.2,0,0.0,0.0,29.9
2025-09-10 05:00:00,14871.716,0.0,14871.716,18263.625,25.6,85,0.0,9.1,0,0.0,0.0,29.6
2025-09-10 06:00:00,16826.244,0.0,16826.244,20569.965,27.1,88,0.0,10.6,2,5.0,0.0,32.1
2025-09-10 07:00:00,16881.333,306.981,16574.353,20634.972,27.8,86,0.0,7.9,3,105.0,43.0,33.4
2025-09-10 08:00:00,16775.633,613.4110000000001,16162.221,20510.248,28.9,81,0.0,9.7,0,292.0,176.0,34.4
2025-09-10 09:00:00,16933.518,815.441,16118.078,20696.552,30.1,75,0.0,13.2,10,490.0,344.0,35.0
2025-09-10 10:00:00,16709.240999999998,998.966,15710.277,20431.907,31.2,69,0.0,14.1,4,622.0,445.0,36.0
2025-09-10 11:00:00,15110.336000000001,1016.052,14094.282,18545.196,32.1,62,0.0,14.6,6,744.0,555.0,37.1
2025-09-10 12:00:00,14978.072,1035.183,13942.887999999999,18389.126,32.7,59,0.0,14.8,6,801.0,608.0,37.7
2025-09-10 13:00:00,15270.516,1023.283,14247.231,18734.207,33.1,56,0.0,15.1,4,774.0,578.0,37.6
2025-09-10 14:00:00,14980.475,920.706,14059.767,18391.96,33.2,55,0.0,15.6,5,723.0,542.0,37.1
2025-09-10 15:00:00,14844.029,732.837,14111.19,18230.954,32.9,56,0.0,15.6,4,586.0,429.0,36.2
2025-09-10 16:00:00,15001.025,502.552,14498.475,18416.21,32.2,59,0.0,15.3,2,414.0,280.0,35.6
2025-09-10 17:00:00,15132.471,263.555,14868.913,18571.315,31.3,63,0.0,13.9,2,217.0,121.0,35.0
2025-09-10 18:00:00,19752.56,0.0,19752.56,24023.023,30.1,66,0.0,11.5,16,49.0,16.0,34.0
2025-09-10 19:00:00,19814.113,0.0,19814.113,24095.654,29.3,70,0.0,10.4,87,0.0,0.0,33.4
2025-09-10 20:00:00,19664.98,0.0,19664.98,23919.675,28.6,73,0.0,9.5,0,0.0,0.0,32.9
2025-09-10 21:00:00,19944.935,0.0,19944.935,24250.024,28.0,76,0.0,8.7,0,0.0,0.0,32.3
2025-09-10 22:00:00,19890.932,0.0,19890.932,24186.299,27.4,79,0.0,7.9,3,0.0,0.0,31.9
2025-09-10 23:00:00,8961.927,0.0,8961.927,11290.075,26.9,80,0.0,7.3,7,0.0,0.0,31.4
2025-09-11 00:00:00,8993.847,0.0,8993.847,11327.739,26.5,81,0.0,7.9,33,0.0,0.0,30.7
2025-09-11 01:00:00,9112.961,0.0,9112.961,11468.294,26.0,80,0.0,7.6,4,0.0,0.0,30.0
2025-09-11 02:00:00,9020.043,0.0,9020.043,11358.65,25.7,79,0.0,8.3,2,0.0,0.0,29.3
2025-09-11 03:00:00,8952.338,0.0,8952.338,11278.76,25.5,79,0.0,8.6,6,0.0,0.0,28.8
2025-09-11 04:00:00,8993.544,0.0,8993.544,11327.383,25.1,79,0.0,9.0,17,0.0,0.0,28.2
2025-09-11 05:00:00,15057.046,0.0,15057.046,18482.313000000002,24.7,79,0.0,9.9,26,0.0,0.0,27.6
2025-09-11 06:00:00,16914.693,0.0,16914.693,20674.337,26.4,77,0.0,12.0,67,5.0,0.0,29.5
2025-09-11 07:00:00,16736.64,303.704,16432.935,20464.234,27.2,76,0.0,11.2,45,98.0,32.0,30.8
2025-09-11 08:00:00,16961.569,581.236,16380.335000000001,20729.653,28.3,73,0.0,11.3,14,268.0,138.0,32.2
2025-09-11 09:00:00,16850.766,867.9069999999999,15982.857,20598.903000000002,29.7,69,0.0,13.5,1,482.0,326.0,33.3
2025-09-11 10:00:00,16809.91,1011.509,15798.4,20550.692,30.9,63,0.0,14.9,24,666.0,500.0,34.9
2025-09-11 11:00:00,15010.623,1051.49,13959.134,18427.536,32.0,58,0.0,15.2,30,766.0,570.0,36.2
2025-09-11 12:00:00,14913.243,1037.047,13876.193,18312.624,32.5,55,0.0,14.1,49,737.0,464.0,36.5
2025-09-11 13:00:00,14834.346,1024.855,13809.489,18219.528,32.6,54,0.0,13.8,46,683.0,398.0,36.2
2025-09-11 14:00:00,14965.991,854.911,14111.079,18374.869,32.8,53,0.0,14.1,40,624.0,374.0,36.0
2025-09-11 15:00:00,14847.17,750.469,14096.704,18234.661,32.8,52,0.0,14.7,33,530.0,322.0,35.3
2025-09-11 16:00:00,14947.617,499.456,14448.161,18353.185,32.3,54,0.0,14.4,38,360.0,206.0,34.9
2025-09-11 17:00:00,15036.248,270.376,14765.869,18457.773,31.5,57,0.0,11.6,21,202.0,103.0,34.7
2025-09-11 18:00:00,19866.067,0.0,19866.067,24156.958,30.2,65,0.0,6.8,100,45.0,14.0,34.6
2025-09-11 19:00:00,19712.13,0.0,19712.13,23975.314,29.4,69,0.0,6.0,100,0.0,0.0,34.0
2025-09-11 20:00:00,19970.728,0.0,19970.728,24280.46,28.9,70,0.0,6.0,80,0.0,0.0,33.4
2025-09-11 21:00:00,19862.425,0.0,19862.425,24152.664,28.1,75,0.0,4.5,92,0.0,0.0,33.0
2025-09-11 22:00:00,19902.564,0.0,19902.564,24200.025,27.5,79,0.0,4.0,87,0.0,0.0,32.7
2025-09-11 23:00:00,9026.616,0.0,9026.616,11366.406,26.9,83,0.0,3.8,98,0.0,0.0,32.3
2025-09-12 00:00:00,9065.167,0.0,9065.167,11411.895,26.5,84,0.0,4.5,64,0.0,0.0,31.7
2025-09-12 01:00:00,8992.039,0.0,8992.039,11325.601999999999,26.1,83,0.0,5.4,78,0.0,0.0,30.8
2025-09-12 02:00:00,8953.311,0.0,8953.311,11279.909,25.7,80,0.0,5.4,58,0.0,0.0,29.8
2025-09-12 03:00:00,9073.199,0.0,9073.199,11421.374,25.3,78,0.0,7.1,27,0.0,0.0,28.7
2025-09-12 04:00:00,8967.199,0.0,8967.199,11296.297,24.9,78,0.0,7.6,11,0.0,0.0,28.1
2025-09-12 05:00:00,15053.788,0.0,15053.788,18478.47,24.6,80,0.0,7.8,4,0.0,0.0,27.8
2025-09-12 06:00:00,16773.813,0.0,16773.813,20508.104,25.9,80,0.0,10.1,5,5.0,0.0,29.5
2025-09-12 07:00:00,16729.74,306.013,16423.73,20456.092,26.9,77,0.0,8.8,19,106.0,44.0,30.8
2025-09-12 08:00:00,16711.755,563.776,16147.982,20434.872,28.3,71,0.0,9.9,12,286.0,169.0,32.1
2025-09-12 09:00:00,16753.743,783.918,15969.827000000001,20484.420000000002,29.8,66,0.0,10.9,0,485.0,331.0,33.6
