datetime,brpl_mw,bypl_mw,gross_demand_mw,mes_mw,ndmc_mw,ndpl_mw,temperature,humidity,precipitation,wind_speed,cloud_cover,solar_radiation,direct_radiation,feels_like,solar_generation_mw,net_demand,available_capacity_mw,area,node
2025-01-13 11:00:00,2207.0558333333333,1099.87,5268.185,45.96,231.18166666666664,1635.4791666666667,15.7,77,0.0,6.8,0,520.0,385.0,15.2,70.72,5197.465,9500.0,Delhi,System
2025-01-13 12:00:00,2060.7549999999997,1033.9833333333333,4949.876666666667,37.80916666666666,223.2875,1546.515,17.2,73,0.0,6.4,0,587.0,447.0,17.2,79.832,4870.044666666667,9500.0,Delhi,System
2025-01-13 13:00:00,1807.6625000000001,925.2725,4322.286666666667,34.55916666666666,212.33249999999998,1300.5233333333333,18.3,68,0.0,6.2,0,588.0,449.0,18.3,79.968,4242.318666666667,9500.0,Delhi,System
2025-01-13 14:00:00,1727.4383333333335,854.34,4156.715833333333,31.909166666666668,202.57000000000002,1299.4008333333334,18.9,65,0.0,6.6,0,522.0,391.0,18.6,70.992,4085.7238333333325,9500.0,Delhi,System
2025-01-13 15:00:00,1665.5941666666668,822.1341666666667,4035.7116666666666,31.0675,202.3133333333333,1276.0425,19.0,65,0.0,7.0,0,400.0,284.0,18.6,54.400000000000006,3981.3116666666665,9500.0,Delhi,System
2025-01-13 16:00:00,1673.1758333333335,794.1133333333333,3984.6525,31.715833333333336,198.08916666666667,1250.2675,18.5,69,0.0,6.7,0,238.0,148.0,18.3,32.368,3952.2845,9500.0,Delhi,System
2025-01-13 17:00:00,1793.0083333333332,832.7741666666667,4159.718333333333,33.93833333333333,194.47,1265.695,16.8,77,0.0,5.8,0,77.0,33.0,16.8,10.472,4149.2463333333335,9500.0,Delhi,System
2025-01-13 18:00:00,1889.2275,880.0766666666667,4342.544166666667,36.89666666666667,185.48416666666665,1306.7133333333334,15.5,82,0.0,7.0,0,1.0,0.0,15.2,0.136,4342.408166666666,9500.0,Delhi,System
2025-01-13 19:00:00,1845.2883333333332,854.2308333333334,4213.295,36.858333333333334,175.635,1260.1033333333332,14.8,83,0.0,7.7,0,0.0,0.0,14.3,0.0,4213.295,9500.0,Delhi,System
2025-01-13 20:00:00,1790.3766666666668,796.4358333333333,3946.129166666667,36.225,159.72,1129.1825,14.1,85,0.0,8.6,0,0.0,0.0,13.3,0.0,3946.129166666667,9500.0,Delhi,System
2025-01-13 21:00:00,1700.4258333333335,762.1991666666667,3705.1966666666667,34.884166666666665,151.45333333333335,1020.1999999999999,13.4,86,0.0,8.6,0,0.0,0.0,12.4,0.0,3705.1966666666667,9500.0,Delhi,System
2025-01-13 22:00:00,1559.2933333333333,700.275,3416.2033333333334,29.945000000000004,143.69833333333332,952.6275,12.8,88,0.0,8.5,0,0.0,0.0,11.8,0.0,3416.2033333333334,9500.0,Delhi,System
2025-01-13 23:00:00,1317.7636363636364,607.3718181818182,2935.9727272727273,24.824545454545454,126.1590909090909,832.0663636363636,12.2,90,0.0,8.0,0,0.0,0.0,11.1,0.0,2935.9727272727273,9500.0,Delhi,System
2025-01-14 00:00:00,1071.2958333333333,488.37416666666667,2410.9808333333335,22.139166666666668,112.61166666666666,694.585,11.6,91,0.0,7.5,0,0.0,0.0,10.6,0.0,2410.9808333333335,9500.0,Delhi,System
2025-01-14 01:00:00,928.9208333333332,414.3625,2099.2433333333333,21.412499999999998,106.56666666666666,608.5816666666666,11.1,93,0.0,8.0,0,0.0,0.0,9.9,0.0,2099.2433333333333,9500.0,Delhi,System
2025-01-14 02:00:00,848.8008333333333,372.7991666666667,1917.0725,20.98,103.15416666666665,553.6208333333333,10.7,94,0.0,8.1,0,0.0,0.0,9.4,0.0,1917.0725,9500.0,Delhi,System
2025-01-14 03:00:00,826.4858333333333,353.2925,1841.8466666666666,21.005,102.14083333333333,521.4875000000001,9.9,95,0.0,7.2,0,0.0,0.0,8.6,0.0,1841.8466666666666,9500.0,Delhi,System
2025-01-14 04:00:00,892.7458333333334,370.4883333333333,1950.9574999999998,22.271666666666665,102.85583333333334,544.2008333333333,9.5,95,0.0,7.3,0,0.0,0.0,8.1,0.0,1950.9574999999998,9500.0,Delhi,System
2025-01-14 05:00:00,1112.0341666666666,459.1566666666667,2405.5016666666666,27.639166666666668,110.27833333333332,673.275,9.0,95,0.0,6.6,0,0.0,0.0,7.5,0.0,2405.5016666666666,9500.0,Delhi,System
2025-01-14 06:00:00,1522.57,665.3791666666667,3332.775833333333,36.83583333333333,131.11416666666665,944.085,9.1,96,0.0,6.3,0,0.0,0.0,7.7,0.0,3332.775833333333,9500.0,Delhi,System
2025-01-14 07:00:00,1940.7275,904.7275,4344.113333333334,43.74583333333334,156.13666666666668,1257.4624999999999,8.7,97,0.0,6.2,0,1.0,0.0,7.3,0.136,4343.977333333333,9500.0,Delhi,System
2025-01-14 08:00:00,2208.6325,1039.345,4983.779166666666,47.01333333333333,190.965,1450.5675,10.0,95,0.0,8.1,1,78.0,34.0,8.6,10.608,4973.171166666666,9500.0,Delhi,System
2025-01-14 09:00:00,2363.976666666667,1090.0841666666668,5348.9925,47.49583333333334,218.58666666666667,1578.6608333333334,11.9,90,0.0,5.4,0,239.0,143.0,11.2,32.504000000000005,5316.4885,9500.0,Delhi,System
2025-01-14 10:00:00,2360.710833333333,1109.785,5481.458333333333,45.70249999999999,229.4025,1683.8166666666666,13.7,83,0.0,4.3,0,406.0,284.0,13.3,55.21600000000001,5426.242333333333,9500.0,Delhi,System
2025-01-14 11:00:00,2212.599166666667,1069.9333333333334,5219.787499999999,40.7825,224.23166666666665,1621.6083333333333,15.4,75,0.0,4.0,0,533.0,402.0,15.1,72.488,5147.299499999999,9500.0,Delhi,System
2025-01-14 12:00:00,2000.4958333333334,949.9683333333334,4790.306666666666,36.01166666666666,218.03416666666666,1539.695,16.7,70,0.0,3.3,0,599.0,462.0,16.9,81.464,4708.842666666666,9500.0,Delhi,System
2025-01-14 13:00:00,1744.5241666666668,847.6725,4169.632500000001,32.3225,209.03916666666666,1297.1341666666667,17.6,67,0.0,3.2,0,599.0,461.0,17.9,81.464,4088.1685000000007,9500.0,Delhi,System
2025-01-14 14:00:00,1627.7583333333332,786.8758333333334,3981.8675000000003,28.896666666666665,199.615,1301.6358333333335,18.1,64,0.0,3.4,0,532.0,402.0,18.0,72.352,3909.5155000000004,9500.0,Delhi,System
2025-01-14 15:00:00,1560.1166666666668,753.6925,3835.8483333333334,28.763333333333335,195.00333333333333,1262.3441666666665,18.2,64,0.0,3.9,0,409.0,293.0,18.0,55.62400000000001,3780.2243333333336,9500.0,Delhi,System
2025-01-14 16:00:00,1551.0741666666665,744.4066666666666,3789.3725,30.4675,188.04416666666668,1238.33,17.8,66,0.0,3.6,0,245.0,154.0,17.7,33.32,3756.0525,9500.0,Delhi,System
2025-01-14 17:00:00,1680.4491666666665,794.8658333333333,3995.0625,33.12416666666667,183.3425,1264.6083333333333,16.2,74,0.0,2.1,0,80.0,35.0,16.4,10.88,3984.1825,9500.0,Delhi,System
2025-01-14 18:00:00,1796.1816666666666,846.5641666666667,4202.185,37.2725,185.78916666666666,1296.8583333333333,15.4,76,0.0,2.1,0,1.0,0.0,15.4,0.136,4202.049,9500.0,Delhi,System
2025-01-14 19:00:00,1795.2300000000002,806.8408333333333,4111.895833333333,38.19,172.11749999999998,1260.9941666666666,14.4,80,0.0,2.2,0,0.0,0.0,14.4,0.0,4111.895833333333,9500.0,Delhi,System
2025-01-14 20:00:00,1774.4066666666668,755.5925000000001,3930.340833333333,38.005833333333335,162.15583333333333,1163.7616666666665,14.1,80,0.0,1.5,0,0.0,0.0,14.1,0.0,3930.340833333333,9500.0,Delhi,System
2025-01-14 21:00:00,1703.2941666666666,724.0308333333332,3728.4500000000003,35.62,156.81583333333333,1072.57,13.3,82,0.0,4.5,0,0.0,0.0,12.8,0.0,3728.4500000000003,9500.0,Delhi,System
2025-01-14 22:00:00,1510.7391666666665,657.2683333333333,3363.085833333333,30.060000000000002,140.2925,993.0191666666666,13.3,82,0.0,1.4,0,0.0,0.0,13.1,0.0,3363.085833333333,9500.0,Delhi,System
2025-01-14 23:00:00,1287.22125,559.9425,2904.97875,25.595,126.18,876.575,12.4,85,0.0,2.4,0,0.0,0.0,12.1,0.0,2904.97875,9500.0,Delhi,System
2025-01-15 00:00:00,1014.0083333333333,426.2991666666667,2310.6375000000003,22.284166666666668,114.045,711.3675,11.9,88,0.0,0.7,0,0.0,0.0,11.8,0.0,2310.6375000000003,9500.0,Delhi,System
2025-01-15 01:00:00,881.1091666666666,358.2316666666666,2019.2958333333333,20.955833333333334,108.36916666666667,631.9283333333334,11.4,90,0.0,0.2,100,0.0,0.0,11.3,0.0,2019.2958333333333,9500.0,Delhi,System
2025-01-15 02:00:00,815.2408333333333,317.02500000000003,1866.5841666666665,20.8125,105.03666666666668,590.7033333333334,10.6,93,0.0,0.6,39,0.0,0.0,10.4,0.0,1866.5841666666665,9500.0,Delhi,System
2025-01-15 03:00:00,796.4758333333334,300.69416666666666,1804.2033333333331,21.435000000000002,103.45916666666666,565.4816666666667,9.5,99,0.0,0.5,17,0.0,0.0,9.3,0.0,1804.2033333333331,9500.0,Delhi,System
2025-01-15 04:00:00,847.5366666666667,315.5441666666666,1885.6599999999999,22.823333333333334,104.9425,576.8841666666666,9.3,99,0.0,0.4,100,0.0,0.0,9.0,0.0,1885.6599999999999,9500.0,Delhi,System
2025-01-15 05:00:00,1045.7383333333335,401.0858333333333,2294.1566666666668,27.810000000000002,112.38333333333333,685.6475,9.1,99,0.0,1.1,100,0.0,0.0,8.6,0.0,2294.1566666666668,9500.0,Delhi,System
2025-01-15 06:00:00,1445.9716666666666,605.2641666666667,3190.8675000000003,37.983333333333334,134.3225,937.0491666666667,9.1,99,0.0,1.8,100,0.0,0.0,8.5,0.0,3190.8675000000003,9500.0,Delhi,System
2025-01-15 07:00:00,1815.7625,823.3125,4102.835,45.425000000000004,169.41333333333333,1209.7416666666668,9.2,98,0.0,2.4,100,1.0,0.0,8.5,0.136,4102.699,9500.0,Delhi,System
2025-01-15 08:00:00,2061.695,932.1574999999999,4658.2725,47.50833333333333,208.4725,1363.6883333333333,9.7,98,0.0,2.8,100,42.0,3.0,9.1,5.712,4652.5605,9500.0,Delhi,System
2025-01-15 09:00:00,2188.8766666666666,995.3483333333334,5024.856666666667,47.99166666666667,244.69333333333336,1501.1375,11.0,93,0.0,4.2,100,137.0,16.0,10.4,18.632,5006.224666666667,9500.0,Delhi,System
2025-01-15 10:00:00,2257.505,1069.0558333333333,5331.5233333333335,47.431666666666665,263.6566666666667,1642.8383333333334,12.6,94,0.0,4.2,98,264.0,52.0,12.4,35.904,5295.619333333333,9500.0,Delhi,System
2025-01-15 11:00:00,2222.0591666666664,1043.9233333333334,5243.030833333333,46.06666666666666,263.77,1616.3233333333335,15.2,87,0.0,3.8,65,472.0,249.0,15.6,64.19200000000001,5178.838833333333,9500.0,Delhi,System
2025-01-15 12:00:00,2072.4458333333337,973.5108333333334,4894.796666666666,43.112500000000004,253.36249999999998,1504.93,17.1,79,0.0,5.6,24,575.0,400.0,17.5,78.2,4816.596666666666,9500.0,Delhi,System
2025-01-15 13:00:00,1910.6208333333334,925.2941666666667,4508.565833333333,37.79333333333333,243.73083333333332,1349.1783333333333,18.0,69,0.0,5.9,10,566.0,390.0,17.9,76.976,4431.589833333333,9500.0,Delhi,System
2025-01-15 14:00:00,1827.1766666666665,880.5083333333333,4384.555833333333,33.223333333333336,231.625,1371.3983333333333,18.3,67,0.0,5.3,11,519.0,370.0,18.1,70.584,4313.971833333333,9500.0,Delhi,System
2025-01-15 15:00:00,1737.3325000000002,835.7599999999999,4193.705833333333,32.111666666666665,223.36333333333334,1325.9666666666667,18.4,66,0.0,5.4,13,406.0,282.0,18.1,55.21600000000001,4138.489833333333,9500.0,Delhi,System
2025-01-15 16:00:00,1670.4858333333332,781.2908333333334,3991.3033333333333,32.57333333333333,213.40583333333333,1258.5666666666668,18.0,67,0.0,5.1,26,237.0,139.0,17.7,32.232000000000006,3959.0713333333333,9500.0,Delhi,System
2025-01-15 17:00:00,1739.3808333333334,780.1691666666667,4055.299166666667,35.1875,215.1475,1248.045,16.3,78,0.0,3.9,44,75.0,25.0,16.4,10.2,4045.0991666666673,9500.0,Delhi,System
2025-01-15 18:00:00,1863.2291666666667,901.1075000000001,4415.1175,37.76583333333333,209.27916666666667,1360.8041666666666,14.2,82,0.0,5.8,92,2.0,0.0,13.7,0.272,4414.8455,9500.0,Delhi,System
2025-01-15 19:00:00,1872.5466666666669,847.085,4300.9783333333335,39.10333333333333,196.55999999999997,1304.5083333333334,13.6,86,0.0,4.8,56,0.0,0.0,13.3,0.0,4300.9783333333335,9500.0,Delhi,System
2025-01-15 20:00:00,1861.7066666666667,781.1925,4090.3349999999996,40.0725,182.89833333333334,1188.425,12.9,89,0.9,4.5,79,0.0,0.0,12.5,0.0,4090.3349999999996,9500.0,Delhi,System
2025-01-15 21:00:00,1777.0366666666666,746.5566666666667,3867.2708333333335,38.262499999999996,170.94583333333333,1097.0925,13.0,89,1.6,3.6,86,0.0,0.0,12.8,0.0,3867.2708333333335,9500.0,Delhi,System
2025-01-15 22:00:00,1595.8,668.5766666666667,3475.3758333333335,34.31916666666667,154.57916666666668,989.3716666666666,12.9,90,0.4,6.3,49,0.0,0.0,12.3,0.0,3475.3758333333335,9500.0,Delhi,System
2025-01-15 23:00:00,1351.2281818181818,557.4363636363637,2946.6345454545453,30.684545454545454,134.54363636363635,843.7418181818182,12.2,93,0.0,2.2,60,0.0,0.0,12.2,0.0,2946.6345454545453,9500.0,Delhi,System
2025-01-16 00:00:00,1114.4141666666667,430.37083333333334,2395.1258333333335,28.535833333333333,107.14333333333333,692.0466666666666,12.0,92,0.0,2.6,67,0.0,0.0,11.8,0.0,2395.1258333333335,9500.0,Delhi,System
2025-01-16 01:00:00,972.6133333333333,357.0,2078.9375,27.488333333333333,95.77583333333332,606.2991666666667,11.6,93,0.0,2.7,55,0.0,0.0,11.3,0.0,2078.9375,9500.0,Delhi,System
2025-01-16 02:00:00,899.4916666666667,318.4883333333333,1914.2166666666665,27.275000000000002,88.58583333333333,562.2724999999999,11.1,95,0.0,4.5,91,0.0,0.0,10.5,0.0,1914.2166666666665,9500.0,Delhi,System
2025-01-16 03:00:00,886.105,298.7366666666667,1839.1433333333334,27.4825,83.545,525.9341666666667,11.7,95,0.0,4.0,100,0.0,0.0,11.3,0.0,1839.1433333333334,9500.0,Delhi,System
2025-01-16 04:00:00,940.8033333333333,307.7683333333333,1930.9791666666667,28.412499999999998,90.38333333333333,545.2675,11.6,95,0.0,3.2,100,0.0,0.0,11.3,0.0,1930.9791666666667,9500.0,Delhi,System
2025-01-16 05:00:00,1137.9666666666667,390.155,2355.71,31.8225,103.665,669.9925,11.8,94,0.0,4.0,83,0.0,0.0,11.4,0.0,2355.71,9500.0,Delhi,System
2025-01-16 06:00:00,1561.9866666666667,610.6850000000001,3346.491666666667,39.248333333333335,136.96833333333333,965.1966666666667,12.2,94,0.1,6.2,100,0.0,0.0,11.6,0.0,3346.491666666667,9500.0,Delhi,System
2025-01-16 07:00:00,1875.7816666666668,824.3575000000001,4174.195,43.81583333333333,172.38333333333333,1218.8908333333334,12.3,94,0.1,5.6,100,0.0,0.0,11.8,0.0,4174.195,9500.0,Delhi,System
2025-01-16 08:00:00,2044.3933333333334,903.2674999999999,4607.449166666666,44.77666666666667,214.48916666666665,1355.9125000000001,12.6,93,0.2,4.3,100,17.0,0.0,12.4,2.312,4605.137166666666,9500.0,Delhi,System
2025-01-16 09:00:00,2195.8366666666666,951.8908333333334,4981.2925000000005,45.02,241.17416666666668,1499.3525,13.1,93,0.3,5.8,100,64.0,0.0,12.9,8.704,4972.588500000001,9500.0,Delhi,System
2025-01-16 10:00:00,2234.3875000000003,1002.5258333333333,5189.175,44.49916666666667,253.98416666666665,1605.255,14.5,87,0.0,5.7,16,269.0,128.0,14.3,36.584,5152.591,9500.0,Delhi,System
2025-01-16 11:00:00,2167.0016666666666,1031.67,5127.1975,44.21083333333333,251.295,1585.4508333333333,16.2,75,0.0,5.6,32,515.0,355.0,15.9,70.04,5057.1575,9500.0,Delhi,System
2025-01-16 12:00:00,2001.6833333333334,961.94,4803.693333333334,41.24333333333333,246.41166666666666,1508.4283333333333,17.0,70,0.0,3.8,30,495.0,289.0,16.8,67.32,4736.373333333334,9500.0,Delhi,System
2025-01-16 13:00:00,1772.49,841.2583333333333,4237.610833333333,37.869166666666665,230.7541666666667,1316.1825000000001,17.4,67,0.0,3.7,39,423.0,174.0,17.2,57.528000000000006,4180.082833333333,9500.0,Delhi,System
2025-01-16 14:00:00,1688.2075000000002,833.3449999999999,4097.974999999999,35.704166666666666,218.0666666666667,1284.8566666666666,18.0,63,0.0,3.1,7,429.0,215.0,17.8,58.34400000000001,4039.6309999999994,9500.0,Delhi,System
2025-01-16 15:00:00,1659.3950000000002,806.66,3998.7125,34.445,208.69416666666666,1251.5858333333333,18.0,62,0.0,3.3,3,342.0,190.0,17.7,46.512,3952.2005,9500.0,Delhi,System
2025-01-16 16:00:00,1628.8625,784.4891666666667,3939.25,34.24583333333333,203.7175,1250.4983333333332,17.8,63,0.0,4.1,15,194.0,83.0,17.4,26.384000000000004,3912.866,9500.0,Delhi,System
2025-01-16 17:00:00,1751.2208333333335,842.7983333333333,4159.335,35.762499999999996,208.08249999999998,1282.0458333333333,17.0,73,0.0,2.1,7,67.0,19.0,17.3,9.112,4150.223,9500.0,Delhi,System
2025-01-16 18:00:00,1874.7641666666668,897.2741666666667,4396.4141666666665,38.97416666666667,203.6208333333333,1338.9875,14.7,80,0.0,3.3,1,2.0,0.0,14.6,0.272,4396.1421666666665,9500.0,Delhi,System
2025-01-16 19:00:00,1860.8466666666666,871.8683333333333,4305.231666666667,40.11666666666667,188.24416666666664,1301.1241666666667,13.8,83,0.0,4.5,0,0.0,0.0,13.5,0.0,4305.231666666667,9500.0,Delhi,System
2025-01-16 20:00:00,1834.2641666666666,817.5233333333334,4081.7708333333335,39.79666666666667,179.5633333333333,1173.6041666666667,13.3,85,0.0,5.0,1,0.0,0.0,12.8,0.0,4081.7708333333335,9500.0,Delhi,System
2025-01-16 21:00:00,1756.3725000000002,746.0916666666667,3788.3458333333333,36.88833333333333,169.985,1070.5408333333332,12.6,86,0.0,5.2,1,0.0,0.0,12.0,0.0,3788.3458333333333,9500.0,Delhi,System
2025-01-16 22:00:00,1586.0433333333333,669.2733333333333,3476.111666666666,32.345,154.86333333333334,1000.5491666666667,12.1,88,0.0,5.1,0,0.0,0.0,11.3,0.0,3476.111666666666,9500.0,Delhi,System
2025-01-17 00:00:00,1080.1033333333332,418.86583333333334,2379.3508333333334,26.6075,117.88083333333333,713.8425000000001,11.1,91,0.0,5.2,0,0.0,0.0,10.2,0.0,2379.3508333333334,9500.0,Delhi,System
2025-01-17 01:00:00,950.8541666666666,344.31666666666666,2082.1575,25.666666666666668,100.495,640.7683333333333,11.0,90,0.0,5.6,0,0.0,0.0,10.0,0.0,2082.1575,9500.0,Delhi,System
2025-01-17 02:00:00,884.1233333333333,301.7766666666667,1912.9766666666667,25.4025,94.34916666666668,589.4525,11.0,89,0.0,6.5,0,0.0,0.0,9.8,0.0,1912.9766666666667,9500.0,Delhi,System
2025-01-17 03:00:00,861.8475,284.7416666666667,1845.7083333333333,25.36916666666667,91.14916666666666,565.2858333333334,10.7,90,0.0,7.5,0,0.0,0.0,9.4,0.0,1845.7083333333333,9500.0,Delhi,System
2025-01-17 04:00:00,924.235,297.76166666666666,1954.1358333333335,26.948333333333334,97.55083333333334,589.0316666666666,10.3,89,0.0,7.5,0,0.0,0.0,8.8,0.0,1954.1358333333335,9500.0,Delhi,System
2025-01-17 05:00:00,1148.0566666666666,397.19083333333333,2424.41,30.469166666666666,110.80083333333334,714.7616666666667,9.8,89,0.0,7.1,0,0.0,0.0,8.3,0.0,2424.41,9500.0,Delhi,System
2025-01-17 06:00:00,1620.45,651.9691666666666,3514.7533333333336,37.76416666666666,147.48749999999998,1023.8133333333334,9.3,94,0.0,5.9,0,0.0,0.0,8.0,0.0,3514.7533333333336,9500.0,Delhi,System
2025-01-17 07:00:00,1972.7108333333333,884.4016666666666,4439.791666666667,42.7275,202.75083333333336,1292.5858333333333,9.2,94,0.0,6.1,0,1.0,0.0,7.9,0.136,4439.655666666667,9500.0,Delhi,System
2025-01-17 08:00:00,2174.6458333333335,967.2308333333334,4898.345833333334,43.32333333333333,249.9525,1416.9525,10.7,91,0.0,7.8,0,80.0,35.0,9.4,10.88,4887.465833333334,9500.0,Delhi,System
2025-01-17 09:00:00,2312.8508333333334,1026.1924999999999,5261.370833333333,43.29666666666666,284.9425,1539.5766666666666,12.4,87,0.0,5.7,0,249.0,156.0,11.6,33.864,5227.506833333334,9500.0,Delhi,System
2025-01-17 10:00:00,2331.2308333333335,1065.06,5506.886666666666,42.81333333333333,298.2058333333334,1718.3825,14.3,81,0.0,5.0,0,418.0,300.0,13.9,56.848000000000006,5450.038666666666,9500.0,Delhi,System
2025-01-17 11:00:00,2214.7999999999997,1043.415,5338.296666666666,40.031666666666666,294.94916666666666,1691.7666666666667,16.2,74,0.0,5.8,0,545.0,413.0,15.8,74.12,5264.176666666666,9500.0,Delhi,System
2025-01-17 12:00:00,2080.983333333333,1031.93,5011.420833333334,37.78916666666667,263.45916666666665,1578.7250000000001,17.6,67,0.0,6.8,0,614.0,477.0,17.4,83.504,4927.916833333334,9500.0,Delhi,System
2025-01-17 13:00:00,1869.2608333333335,938.0225,4437.4975,36.90416666666666,232.26,1319.0658333333333,18.5,62,0.0,7.2,0,617.0,479.0,18.1,83.912,4353.5855,9500.0,Delhi,System
2025-01-17 14:00:00,1717.2708333333333,858.7408333333333,4238.246666666667,33.888333333333335,222.20583333333332,1367.7849999999999,18.9,58,0.0,8.5,0,552.0,422.0,17.8,75.072,4163.174666666667,9500.0,Delhi,System
2025-01-17 15:00:00,1670.4475,799.8125,4076.1416666666664,32.0425,219.83083333333332,1315.6841666666667,18.8,58,0.0,9.3,0,427.0,311.0,17.5,58.07200000000001,4018.0696666666663,9500.0,Delhi,System
2025-01-17 16:00:00,1658.2666666666667,784.8874999999999,4025.659166666667,32.597500000000004,215.45000000000002,1293.1291666666666,18.0,61,0.0,8.4,0,260.0,168.0,16.9,35.36,3990.2991666666667,9500.0,Delhi,System
2025-01-17 17:00:00,1788.71,846.5741666666667,4260.774166666667,35.0225,214.9125,1337.1783333333333,16.2,69,0.0,7.6,0,88.0,41.0,15.2,11.968,4248.806166666667,9500.0,Delhi,System
2025-01-17 18:00:00,1918.9525,897.1366666666667,4499.080833333333,39.670833333333334,208.99249999999998,1391.9391666666668,14.2,76,0.0,7.8,0,2.0,0.0,13.0,0.272,4498.8088333333335,9500.0,Delhi,System
2025-01-17 19:00:00,1903.1783333333333,858.965,4388.065,40.21083333333333,197.02416666666667,1345.5541666666666,13.3,79,0.0,7.9,0,0.0,0.0,12.0,0.0,4388.065,9500.0,Delhi,System
2025-01-17 20:00:00,1883.305,803.2233333333334,4191.723333333333,39.509166666666665,183.2025,1241.9225,12.6,82,0.0,7.9,0,0.0,0.0,11.4,0.0,4191.723333333333,9500.0,Delhi,System
2025-01-17 21:00:00,1806.7275,756.4916666666667,3931.2408333333333,37.556666666666665,173.59416666666667,1118.9508333333333,11.8,85,0.0,6.6,14,0.0,0.0,10.7,0.0,3931.2408333333333,9500.0,Delhi,System
2025-01-17 22:00:00,1627.4366666666667,682.7566666666667,3578.626666666667,32.54833333333333,161.2075,1040.2166666666667,10.7,89,0.0,5.1,3,0.0,0.0,9.6,0.0,3578.626666666667,9500.0,Delhi,System
2025-01-17 23:00:00,1371.173,575.452,3050.366,27.202999999999996,147.717,898.492,10.2,91,0.0,5.2,7,0.0,0.0,9.1,0.0,3050.366,9500.0,Delhi,System
2025-01-18 00:00:00,1093.8341666666668,438.03999999999996,2443.5141666666664,23.426666666666666,128.2675,735.8933333333333,9.7,93,0.0,5.7,23,0.0,0.0,8.5,0.0,2443.5141666666664,9500.0,Delhi,System
2025-01-18 01:00:00,938.8858333333333,366.71000000000004,2120.9083333333333,21.91416666666667,118.335,655.0625,8.8,96,0.0,4.3,12,0.0,0.0,7.6,0.0,2120.9083333333333,9500.0,Delhi,System
2025-01-18 02:00:00,864.7866666666667,321.0858333333333,1939.7925000000002,21.416666666666668,114.28666666666668,600.1041666666666,8.4,97,0.0,4.9,7,0.0,0.0,7.1,0.0,1939.7925000000002,9500.0,Delhi,System
2025-01-18 03:00:00,840.2083333333334,300.3591666666667,1866.6825,21.420833333333334,112.28083333333332,574.5741666666667,8.2,99,0.0,6.9,30,0.0,0.0,6.6,0.0,1866.6825,9500.0,Delhi,System
2025-01-18 04:00:00,890.715,311.7558333333333,1944.03,22.6975,113.85666666666667,586.4175,7.9,100,0.0,8.6,100,0.0,0.0,6.0,0.0,1944.03,9500.0,Delhi,System
