datetime,temperature,humidity,precipitation,wind_speed,cloud_cover,solar_radiation,direct_radiation,feels_like,gross_demand_mw,solar_generation_mw,net_demand_mw,area,node,discom_brpl_mw,discom_bypl_mw,discom_ndpl_mw,discom_ndmc_mw,discom_mes_mw,available_capacity_mw
2025-09-04 03:00:00,24.7,97,0.3,8.6,100,0.0,0.0,29.6,2839.6,0.0,2839.6,Delhi,System,1192.6319999999998,795.0880000000001,681.5039999999999,141.98,28.396,9500.0
2025-09-04 04:00:00,24.8,97,0.1,9.3,100,0.0,0.0,29.6,2801.1,0.0,2801.1,Delhi,System,1176.462,784.308,672.264,140.055,28.011,9500.0
2025-09-04 05:00:00,24.5,97,1.7,8.2,76,0.0,0.0,29.3,3887.3,0.0,3887.3,Delhi,System,1632.666,1088.4440000000002,932.952,194.365,38.873000000000005,9500.0
2025-09-04 06:00:00,24.2,96,12.0,12.0,100,4.0,0.0,28.3,5440.7,0.544,5440.156,Delhi,System,2285.094,1523.3960000000002,1305.7679999999998,272.035,54.407,9500.0
2025-09-04 07:00:00,24.2,96,1.8,4.3,100,30.0,0.0,29.4,5572.5,4.08,5568.42,Delhi,System,2340.45,1560.3000000000002,1337.3999999999999,278.625,55.725,9500.0
2025-09-04 08:00:00,25.2,94,0.0,3.7,100,106.0,7.0,30.8,5519.7,14.416000000000002,5505.284,Delhi,System,2318.274,1545.516,1324.7279999999998,275.985,55.197,9500.0
2025-09-04 09:00:00,26.8,89,0.0,4.2,100,263.0,29.0,32.9,5491.7,35.768,5455.932,Delhi,System,2306.5139999999997,1537.6760000000002,1318.0079999999998,274.585,54.917,9500.0
2025-09-04 10:00:00,28.6,84,0.0,3.4,100,438.0,118.0,35.1,5757.7,59.568000000000005,5698.132,Delhi,System,2418.234,1612.1560000000002,1381.848,287.885,57.577,9500.0
2025-09-04 11:00:00,30.0,77,0.0,4.0,100,599.0,260.0,36.7,5832.2,81.464,5750.736,Delhi,System,2449.524,1633.016,1399.7279999999998,291.61,58.322,9500.0
2025-09-04 12:00:00,31.0,72,0.0,3.7,95,729.0,454.0,38.7,6051.6,99.144,5952.456,Delhi,System,2541.672,1694.4480000000003,1452.384,302.58000000000004,60.516000000000005,9500.0
2025-09-04 13:00:00,31.4,69,0.0,3.2,68,744.0,518.0,38.9,5994.2,101.184,5893.016,Delhi,System,2517.564,1678.3760000000002,1438.608,299.71,59.942,9500.0
2025-09-04 14:00:00,31.4,67,0.0,8.2,100,684.0,477.0,37.5,5645.1,93.024,5552.076,Delhi,System,2370.942,1580.6280000000002,1354.824,282.25500000000005,56.45100000000001,9500.0
2025-09-04 15:00:00,30.0,76,0.3,7.9,100,456.0,210.0,35.7,5900.8,62.016000000000005,5838.784000000001,Delhi,System,2478.336,1652.2240000000002,1416.192,295.04,59.008,9500.0
2025-09-04 16:00:00,29.1,81,0.0,5.6,100,268.0,83.0,35.4,5893.5,36.448,5857.052,Delhi,System,2475.27,1650.18,1414.44,294.675,58.935,9500.0
2025-09-04 17:00:00,28.9,82,0.0,5.6,100,140.0,15.0,35.1,5813.4,19.04,5794.36,Delhi,System,2441.6279999999997,1627.752,1395.216,290.67,58.134,9500.0
2025-09-04 18:00:00,27.8,86,0.0,4.8,46,57.0,15.0,34.0,6328.7,7.752000000000001,6320.947999999999,Delhi,System,2658.0539999999996,1772.036,1518.888,316.435,63.287,9500.0
2025-09-04 19:00:00,27.4,88,0.0,4.9,38,0.0,0.0,33.5,6385.8,0.0,6385.8,Delhi,System,2682.036,1788.0240000000001,1532.592,319.29,63.858000000000004,9500.0
2025-09-04 20:00:00,27.0,89,0.0,5.4,57,0.0,0.0,33.0,6332.1,0.0,6332.1,Delhi,System,2659.482,1772.9880000000003,1519.704,316.605,63.321000000000005,9500.0
2025-09-04 21:00:00,26.7,89,0.0,5.7,86,0.0,0.0,32.5,6539.2,0.0,6539.2,Delhi,System,2746.464,1830.976,1569.408,326.96000000000004,65.392,9500.0
2025-09-04 22:00:00,26.4,91,0.0,4.3,91,0.0,0.0,32.3,6314.9,0.0,6314.9,Delhi,System,2652.258,1768.172,1515.5759999999998,315.745,63.149,9500.0
2025-09-04 23:00:00,26.2,91,0.0,4.0,90,0.0,0.0,32.0,3967.6,0.0,3967.6,Delhi,System,1666.3919999999998,1110.928,952.2239999999999,198.38,39.676,9500.0
2025-09-05 00:00:00,26.0,91,0.0,4.1,100,0.0,0.0,31.8,2939.0,0.0,2939.0,Delhi,System,1234.3799999999999,822.9200000000001,705.36,146.95000000000002,29.39,9500.0
2025-09-05 01:00:00,25.9,92,0.0,5.7,19,0.0,0.0,31.5,2844.4,0.0,2844.4,Delhi,System,1194.648,796.4320000000001,682.656,142.22,28.444000000000003,9500.0
2025-09-05 02:00:00,25.7,93,0.0,5.0,28,0.0,0.0,31.4,2906.2,0.0,2906.2,Delhi,System,1220.6039999999998,813.736,697.4879999999999,145.31,29.061999999999998,9500.0
2025-09-05 03:00:00,25.5,92,0.4,7.1,53,0.0,0.0,30.7,2924.0,0.0,2924.0,Delhi,System,1228.08,818.72,701.76,146.20000000000002,29.240000000000002,9500.0
2025-09-05 04:00:00,25.4,93,0.3,5.5,22,0.0,0.0,30.7,2838.2,0.0,2838.2,Delhi,System,1192.0439999999999,794.696,681.1679999999999,141.91,28.381999999999998,9500.0
2025-09-05 05:00:00,25.2,94,0.0,5.5,12,0.0,0.0,30.6,3985.8,0.0,3985.8,Delhi,System,1674.036,1116.0240000000001,956.592,199.29000000000002,39.858000000000004,9500.0
2025-09-05 06:00:00,26.7,86,0.0,10.7,100,6.0,0.0,31.3,5572.0,0.8160000000000001,5571.184,Delhi,System,2340.24,1560.16,1337.28,278.6,55.72,9500.0
2025-09-05 07:00:00,27.1,84,0.0,11.9,100,94.0,19.0,31.5,5524.2,12.784000000000002,5511.416,Delhi,System,2320.1639999999998,1546.776,1325.808,276.21,55.242,9500.0
2025-09-05 08:00:00,28.0,80,0.0,12.6,100,264.0,114.0,32.4,5526.8,35.904,5490.896,Delhi,System,2321.256,1547.5040000000001,1326.432,276.34000000000003,55.268,9500.0
2025-09-05 09:00:00,29.0,74,0.0,16.8,100,427.0,213.0,32.5,5468.3,58.07200000000001,5410.228,Delhi,System,2296.686,1531.1240000000003,1312.392,273.415,54.683,9500.0
2025-09-05 10:00:00,29.8,75,0.0,13.4,100,589.0,323.0,34.6,5927.3,80.104,5847.196,Delhi,System,2489.466,1659.6440000000002,1422.552,296.365,59.273,9500.0
2025-09-05 11:00:00,30.5,73,0.0,13.1,100,691.0,443.0,36.1,5894.9,93.976,5800.924,Delhi,System,2475.8579999999997,1650.5720000000001,1414.7759999999998,294.745,58.949,9500.0
2025-09-05 12:00:00,31.0,72,0.1,14.0,100,759.0,489.0,37.0,5814.9,103.22400000000002,5711.6759999999995,Delhi,System,2442.258,1628.172,1395.5759999999998,290.745,58.149,9500.0
2025-09-05 13:00:00,29.9,75,1.6,17.0,87,762.0,508.0,35.2,5980.6,103.63200000000002,5876.968000000001,Delhi,System,2511.852,1674.5680000000002,1435.344,299.03000000000003,59.806000000000004,9500.0
2025-09-05 14:00:00,30.5,76,1.5,10.6,49,600.0,341.0,36.4,5855.9,81.6,5774.299999999999,Delhi,System,2459.4779999999996,1639.652,1405.416,292.795,58.559,9500.0
2025-09-05 15:00:00,29.6,71,0.1,13.5,91,479.0,295.0,33.6,5790.9,65.144,5725.755999999999,Delhi,System,2432.178,1621.452,1389.8159999999998,289.545,57.909,9500.0
2025-09-05 16:00:00,28.7,79,0.4,12.5,100,328.0,175.0,33.3,5704.5,44.608,5659.892,Delhi,System,2395.89,1597.2600000000002,1369.08,285.225,57.045,9500.0
2025-09-05 17:00:00,27.0,87,0.4,9.7,99,141.0,38.0,32.1,5924.1,19.176,5904.924,Delhi,System,2488.122,1658.7480000000003,1421.784,296.20500000000004,59.24100000000001,9500.0
2025-09-05 18:00:00,27.1,89,0.0,8.8,100,50.0,9.0,32.6,6488.6,6.800000000000001,6481.8,Delhi,System,2725.212,1816.8080000000002,1557.2640000000001,324.43000000000006,64.88600000000001,9500.0
2025-09-05 19:00:00,26.9,91,0.0,5.3,99,0.0,0.0,33.1,6473.9,0.0,6473.9,Delhi,System,2719.0379999999996,1812.692,1553.7359999999999,323.695,64.739,9500.0
2025-09-05 20:00:00,26.8,92,0.0,7.6,99,0.0,0.0,32.6,6497.6,0.0,6497.6,Delhi,System,2728.992,1819.3280000000002,1559.424,324.88000000000005,64.976,9500.0
2025-09-05 21:00:00,26.7,91,0.0,9.0,100,0.0,0.0,32.2,6589.6,0.0,6589.6,Delhi,System,2767.632,1845.0880000000002,1581.5040000000001,329.48,65.896,9500.0
2025-09-05 22:00:00,26.6,91,0.0,9.1,99,0.0,0.0,32.0,6422.9,0.0,6422.9,Delhi,System,2697.618,1798.412,1541.4959999999999,321.145,64.229,9500.0
2025-09-05 23:00:00,26.4,93,0.0,9.2,100,0.0,0.0,31.8,3889.1,0.0,3889.1,Delhi,System,1633.4219999999998,1088.948,933.3839999999999,194.455,38.891,9500.0
2025-09-06 00:00:00,25.4,96,4.7,10.5,100,0.0,0.0,30.3,2815.5,0.0,2815.5,Delhi,System,1182.51,788.34,675.72,140.775,28.155,9500.0
2025-09-06 01:00:00,24.8,96,3.8,12.5,100,0.0,0.0,29.1,2761.8,0.0,2761.8,Delhi,System,1159.9560000000001,773.3040000000001,662.832,138.09,27.618000000000002,9500.0
2025-09-06 02:00:00,24.5,95,0.1,14.1,100,0.0,0.0,28.3,2809.0,0.0,2809.0,Delhi,System,1179.78,786.5200000000001,674.16,140.45000000000002,28.09,9500.0
2025-09-06 03:00:00,24.6,96,0.1,11.5,100,0.0,0.0,28.9,2897.6,0.0,2897.6,Delhi,System,1216.992,811.3280000000001,695.424,144.88,28.976,9500.0
2025-09-06 04:00:00,24.7,96,0.1,9.8,100,0.0,0.0,29.3,2824.7,0.0,2824.7,Delhi,System,1186.3739999999998,790.916,677.9279999999999,141.23499999999999,28.247,9500.0
2025-09-06 05:00:00,24.6,96,0.0,7.2,100,0.0,0.0,29.7,3903.4,0.0,3903.4,Delhi,System,1639.4279999999999,1092.9520000000002,936.816,195.17000000000002,39.034,9500.0
2025-09-06 06:00:00,26.0,92,0.0,7.7,100,6.0,0.0,31.3,5358.8,0.8160000000000001,5357.984,Delhi,System,2250.696,1500.4640000000002,1286.112,267.94,53.588,9500.0
2025-09-06 07:00:00,26.6,91,0.0,7.7,100,99.0,28.0,32.2,5277.7,13.464000000000002,5264.236,Delhi,System,2216.634,1477.756,1266.648,263.885,52.777,9500.0
2025-09-06 08:00:00,27.8,86,0.0,10.1,94,286.0,157.0,33.3,5368.8,38.896,5329.904,Delhi,System,2254.896,1503.2640000000001,1288.512,268.44,53.688,9500.0
2025-09-06 09:00:00,29.2,78,0.0,12.6,97,471.0,301.0,34.1,5409.1,64.05600000000001,5345.044000000001,Delhi,System,2271.822,1514.5480000000002,1298.184,270.45500000000004,54.09100000000001,9500.0
2025-09-06 10:00:00,30.3,72,0.2,13.5,100,628.0,430.0,35.2,5987.5,85.408,5902.092,Delhi,System,2514.75,1676.5000000000002,1437.0,299.375,59.875,9500.0
2025-09-06 11:00:00,30.8,71,0.1,11.8,100,670.0,441.0,36.5,5779.0,91.12,5687.88,Delhi,System,2427.18,1618.1200000000001,1386.96,288.95,57.79,9500.0
2025-09-06 12:00:00,31.2,72,0.1,11.9,99,764.0,518.0,37.7,5878.9,103.90400000000001,5774.995999999999,Delhi,System,2469.138,1646.092,1410.936,293.945,58.788999999999994,9500.0
2025-09-06 13:00:00,31.2,72,0.1,11.9,98,759.0,522.0,37.6,5826.9,103.22400000000002,5723.6759999999995,Delhi,System,2447.298,1631.5320000000002,1398.456,291.34499999999997,58.269,9500.0
2025-09-06 14:00:00,31.2,73,0.2,11.1,98,651.0,426.0,37.4,5615.3,88.536,5526.764,Delhi,System,2358.426,1572.284,1347.672,280.76500000000004,56.153000000000006,9500.0
2025-09-06 15:00:00,29.5,80,2.4,8.9,99,471.0,255.0,35.3,5984.4,64.05600000000001,5920.344,Delhi,System,2513.448,1675.632,1436.2559999999999,299.21999999999997,59.843999999999994,9500.0
2025-09-06 16:00:00,29.3,80,1.2,10.0,98,290.0,112.0,34.8,5839.3,39.44,5799.860000000001,Delhi,System,2452.506,1635.0040000000001,1401.432,291.96500000000003,58.393,9500.0
2025-09-06 17:00:00,28.6,83,0.2,8.8,98,167.0,47.0,34.3,5919.0,22.712,5896.288,Delhi,System,2485.98,1657.3200000000002,1420.56,295.95,59.19,9500.0
2025-09-06 18:00:00,28.8,83,0.0,7.1,70,48.0,10.0,35.0,6454.1,6.5280000000000005,6447.572,Delhi,System,2710.722,1807.1480000000004,1548.984,322.70500000000004,64.54100000000001,9500.0
2025-09-06 19:00:00,28.3,85,0.0,7.8,93,0.0,0.0,34.2,6461.3,0.0,6461.3,Delhi,System,2713.746,1809.1640000000002,1550.712,323.06500000000005,64.613,9500.0
2025-09-06 20:00:00,27.7,88,0.0,10.7,99,0.0,0.0,33.1,6792.7,0.0,6792.7,Delhi,System,2852.9339999999997,1901.9560000000001,1630.2479999999998,339.635,67.92699999999999,9500.0
2025-09-06 21:00:00,26.8,88,0.0,8.5,99,0.0,0.0,32.1,6398.2,0.0,6398.2,Delhi,System,2687.2439999999997,1791.496,1535.568,319.91,63.982,9500.0
2025-09-06 22:00:00,26.4,89,0.0,9.1,98,0.0,0.0,31.4,6371.1,0.0,6371.1,Delhi,System,2675.862,1783.9080000000004,1529.064,318.55500000000006,63.711000000000006,9500.0
2025-09-06 23:00:00,26.2,90,0.0,9.0,100,0.0,0.0,31.2,3917.1,0.0,3917.1,Delhi,System,1645.1819999999998,1096.788,940.1039999999999,195.85500000000002,39.171,9500.0
2025-09-07 00:00:00,26.1,90,0.0,11.0,100,0.0,0.0,30.8,2503.1,0.0,2503.1,Delhi,System,1051.302,700.868,600.7439999999999,125.155,25.031,9500.0
2025-09-07 01:00:00,25.2,93,1.2,10.7,100,0.0,0.0,29.7,2486.0,0.0,2486.0,Delhi,System,1044.12,696.08,596.64,124.30000000000001,24.86,9500.0
2025-09-07 02:00:00,25.3,95,0.0,8.8,99,0.0,0.0,30.3,2503.5,0.0,2503.5,Delhi,System,1051.47,700.98,600.84,125.17500000000001,25.035,9500.0
2025-09-07 03:00:00,25.1,96,0.0,6.6,25,0.0,0.0,30.4,2460.8,0.0,2460.8,Delhi,System,1033.536,689.0240000000001,590.592,123.04000000000002,24.608000000000004,9500.0
2025-09-07 04:00:00,24.9,96,0.0,6.6,4,0.0,0.0,30.1,2467.1,0.0,2467.1,Delhi,System,1036.182,690.788,592.1039999999999,123.355,24.671,9500.0
2025-09-07 05:00:00,24.8,96,0.0,5.8,2,0.0,0.0,30.1,3358.9,0.0,3358.9,Delhi,System,1410.738,940.4920000000001,806.136,167.94500000000002,33.589,9500.0
2025-09-07 06:00:00,25.8,95,0.0,9.0,80,6.0,0.0,31.2,4698.9,0.8160000000000001,4698.084,Delhi,System,1973.5379999999998,1315.692,1127.7359999999999,234.945,46.989,9500.0
2025-09-07 07:00:00,26.6,93,0.0,7.6,49,101.0,33.0,32.4,4730.4,13.736000000000002,4716.664,Delhi,System,1986.7679999999998,1324.512,1135.2959999999998,236.51999999999998,47.303999999999995,9500.0
2025-09-07 08:00:00,27.9,87,0.0,9.0,21,293.0,172.0,33.7,4628.2,39.848,4588.352,Delhi,System,1943.8439999999998,1295.8960000000002,1110.7679999999998,231.41,46.282,9500.0
2025-09-07 09:00:00,29.3,81,0.0,9.3,39,492.0,341.0,35.1,4770.8,66.912,4703.888,Delhi,System,2003.736,1335.824,1144.992,238.54000000000002,47.708000000000006,9500.0
2025-09-07 10:00:00,30.5,75,0.1,9.8,27,632.0,453.0,36.5,5182.0,85.952,5096.048,Delhi,System,2176.44,1450.96,1243.68,259.1,51.82,9500.0
2025-09-07 11:00:00,31.3,72,0.0,9.0,31,771.0,584.0,38.4,5140.8,104.85600000000001,5035.944,Delhi,System,2159.136,1439.4240000000002,1233.792,257.04,51.408,9500.0
2025-09-07 12:00:00,31.8,69,0.0,9.6,15,793.0,591.0,38.8,5302.5,107.84800000000001,5194.652,Delhi,System,2227.0499999999997,1484.7,1272.6,265.125,53.025,9500.0
2025-09-07 13:00:00,31.9,68,0.0,8.9,10,756.0,561.0,38.7,5151.3,102.81600000000002,5048.484,Delhi,System,2163.546,1442.3640000000003,1236.312,257.565,51.513000000000005,9500.0
2025-09-07 14:00:00,31.9,70,0.0,7.9,15,695.0,508.0,38.7,5142.7,94.52,5048.179999999999,Delhi,System,2159.9339999999997,1439.9560000000001,1234.2479999999998,257.135,51.427,9500.0
2025-09-07 15:00:00,31.2,74,0.2,9.3,72,504.0,286.0,37.2,5076.4,68.544,5007.856,Delhi,System,2132.0879999999997,1421.392,1218.3359999999998,253.82,50.763999999999996,9500.0
2025-09-07 16:00:00,30.8,76,0.1,5.4,100,347.0,175.0,37.4,5040.5,47.192,4993.308,Delhi,System,2117.0099999999998,1411.3400000000001,1209.72,252.025,50.405,9500.0
2025-09-07 17:00:00,29.9,78,0.7,5.6,97,185.0,77.0,36.2,5089.5,25.16,5064.34,Delhi,System,2137.59,1425.0600000000002,1221.48,254.47500000000002,50.895,9500.0
2025-09-07 18:00:00,28.0,88,0.0,6.5,100,40.0,3.0,34.3,5731.2,5.44,5725.76,Delhi,System,2407.104,1604.736,1375.4879999999998,286.56,57.312,9500.0
2025-09-07 19:00:00,27.4,89,0.0,5.8,100,0.0,0.0,33.5,5539.8,0.0,5539.8,Delhi,System,2326.716,1551.1440000000002,1329.552,276.99,55.398,9500.0
2025-09-07 20:00:00,27.0,90,0.0,5.2,99,0.0,0.0,33.1,5645.0,0.0,5645.0,Delhi,System,2370.9,1580.6000000000001,1354.8,282.25,56.45,9500.0
2025-09-07 21:00:00,26.7,90,0.0,5.2,100,0.0,0.0,32.7,5621.1,0.0,5621.1,Delhi,System,2360.862,1573.9080000000004,1349.064,281.055,56.211000000000006,9500.0
2025-09-07 22:00:00,26.5,91,0.0,6.2,9,0.0,0.0,32.2,5516.9,0.0,5516.9,Delhi,System,2317.098,1544.732,1324.0559999999998,275.84499999999997,55.169,9500.0
2025-09-07 23:00:00,26.2,92,0.0,5.7,3,0.0,0.0,32.0,3429.2,0.0,3429.2,Delhi,System,1440.264,960.176,823.0079999999999,171.46,34.292,9500.0
2025-09-08 00:00:00,26.0,93,0.0,5.7,4,0.0,0.0,31.7,2934.6,0.0,2934.6,Delhi,System,1232.532,821.6880000000001,704.304,146.73,29.346,9500.0
2025-09-08 01:00:00,25.8,95,0.0,4.5,2,0.0,0.0,31.7,2946.2,0.0,2946.2,Delhi,System,1237.4039999999998,824.936,707.088,147.31,29.462,9500.0
2025-09-08 02:00:00,25.5,96,0.0,3.3,2,0.0,0.0,31.6,2939.1,0.0,2939.1,Delhi,System,1234.422,822.9480000000001,705.3839999999999,146.955,29.391,9500.0
2025-09-08 03:00:00,25.3,97,0.0,2.7,2,0.0,0.0,31.5,2965.9,0.0,2965.9,Delhi,System,1245.6779999999999,830.4520000000001,711.816,148.29500000000002,29.659000000000002,9500.0
2025-09-08 04:00:00,25.2,98,0.0,3.1,2,0.0,0.0,31.3,2814.0,0.0,2814.0,Delhi,System,1181.8799999999999,787.9200000000001,675.36,140.70000000000002,28.14,9500.0
2025-09-08 05:00:00,25.2,98,0.0,4.2,7,0.0,0.0,31.1,3950.8,0.0,3950.8,Delhi,System,1659.336,1106.2240000000002,948.192,197.54000000000002,39.508,9500.0
2025-09-08 06:00:00,25.8,96,0.0,5.9,12,6.0,1.0,31.7,5433.7,0.8160000000000001,5432.884,Delhi,System,2282.154,1521.4360000000001,1304.088,271.685,54.336999999999996,9500.0
2025-09-08 07:00:00,26.7,93,0.0,5.1,7,105.0,41.0,33.0,5401.7,14.280000000000001,5387.42,Delhi,System,2268.714,1512.476,1296.408,270.085,54.016999999999996,9500.0
2025-09-08 08:00:00,27.9,89,0.0,5.8,4,289.0,169.0,34.4,5460.0,39.304,5420.696,Delhi,System,2293.2,1528.8000000000002,1310.3999999999999,273.0,54.6,9500.0
2025-09-08 09:00:00,29.2,81,0.1,6.1,6,479.0,327.0,35.5,5620.1,65.144,5554.956,Delhi,System,2360.442,1573.6280000000002,1348.824,281.00500000000005,56.20100000000001,9500.0
2025-09-08 10:00:00,30.3,74,0.1,5.1,10,634.0,456.0,36.9,5785.0,86.224,5698.776,Delhi,System,2429.7,1619.8000000000002,1388.3999999999999,289.25,57.85,9500.0
2025-09-08 11:00:00,30.9,72,0.1,3.8,12,747.0,553.0,38.5,5941.7,101.59200000000001,5840.108,Delhi,System,2495.5139999999997,1663.6760000000002,1426.0079999999998,297.085,59.417,9500.0
2025-09-08 12:00:00,31.4,71,0.1,4.0,19,795.0,594.0,39.4,5927.3,108.12000000000002,5819.18,Delhi,System,2489.466,1659.6440000000002,1422.552,296.365,59.273,9500.0
2025-09-08 13:00:00,31.5,70,0.1,4.5,16,773.0,577.0,39.1,5870.3,105.12800000000001,5765.1720000000005,Delhi,System,2465.526,1643.6840000000002,1408.872,293.51500000000004,58.703,9500.0
2025-09-08 14:00:00,31.7,65,0.1,4.6,15,721.0,536.0,38.4,5885.3,98.056,5787.244000000001,Delhi,System,2471.826,1647.8840000000002,1412.472,294.26500000000004,58.853,9500.0
2025-09-08 15:00:00,32.0,60,0.1,4.0,9,566.0,375.0,37.1,5677.5,76.976,5600.524,Delhi,System,2384.5499999999997,1589.7,1362.6,283.875,56.775,9500.0
2025-09-08 16:00:00,31.9,60,0.0,2.2,4,373.0,219.0,37.1,5828.1,50.72800000000001,5777.372,Delhi,System,2447.802,1631.8680000000002,1398.7440000000001,291.40500000000003,58.281000000000006,9500.0
2025-09-08 17:00:00,31.4,64,0.0,3.6,7,201.0,99.0,36.8,5665.4,27.336000000000002,5638.063999999999,Delhi,System,2379.468,1586.3120000000001,1359.696,283.27,56.653999999999996,9500.0
2025-09-08 18:00:00,30.5,72,0.0,3.8,48,51.0,16.0,36.5,6349.3,6.936000000000001,6342.3640000000005,Delhi,System,2666.706,1777.8040000000003,1523.8319999999999,317.46500000000003,63.493,9500.0
