datetime,area,node,consumer_type,gross_demand_mw,solar_generation_mw,net_demand_mw,available_capacity_mw
2025-09-03 02:00:00,Northern_Region,Punjab,agricultural,515.63,0.0,515.63,650.243
2025-09-03 02:00:00,Northern_Region,UP_West,mixed,362.074,0.0,362.074,455.747
2025-09-03 02:00:00,Western_Region,Mumbai,commercial,1098.007,0.0,1098.007,1383.848
2025-09-03 02:00:00,Western_Region,Gujarat_Industrial,industrial_large,849.029,0.0,849.029,1071.155
2025-09-03 02:00:00,Western_Region,Rajasthan,mixed,674.937,0.0,674.937,848.926
2025-09-03 02:00:00,Southern_Region,Tamil_Nadu,industrial_medium,880.412,0.0,880.412,1108.886
2025-09-03 02:00:00,Southern_Region,Karnataka,mixed,778.727,0.0,778.727,980.148
2025-09-03 02:00:00,Southern_Region,Andhra_Pradesh,agricultural,556.23,0.0,556.23,700.102
2025-09-03 02:00:00,Eastern_Region,West_Bengal,mixed,793.089,0.0,793.089,998.845
2025-09-03 02:00:00,Eastern_Region,Odisha_Industrial,industrial_large,576.964,0.0,576.964,729.818
2025-09-03 02:00:00,Eastern_Region,Bihar,residential,353.568,0.0,353.568,445.21
2025-09-03 03:00:00,Northern_Region,Delhi,mixed,911.807,0.0,911.807,1148.132
2025-09-03 03:00:00,Northern_Region,Haryana,industrial_medium,595.213,0.0,595.213,749.852
2025-09-03 03:00:00,Northern_Region,Punjab,agricultural,546.139,0.0,546.139,686.245
2025-09-03 03:00:00,Northern_Region,UP_West,mixed,351.842,0.0,351.842,443.673
2025-09-03 03:00:00,Western_Region,Mumbai,commercial,1136.753,0.0,1136.753,1429.568
2025-09-03 03:00:00,Western_Region,Gujarat_Industrial,industrial_large,861.616,0.0,861.616,1086.006
2025-09-03 03:00:00,Western_Region,Rajasthan,mixed,663.105,0.0,663.105,834.964
2025-09-03 03:00:00,Southern_Region,Tamil_Nadu,industrial_medium,866.52,0.0,866.52,1092.493
2025-09-03 03:00:00,Southern_Region,Karnataka,mixed,764.185,0.0,764.185,962.988
2025-09-03 03:00:00,Southern_Region,Andhra_Pradesh,agricultural,555.331,0.0,555.331,699.04
2025-09-03 03:00:00,Eastern_Region,West_Bengal,mixed,793.901,0.0,793.901,999.804
2025-09-03 03:00:00,Eastern_Region,Odisha_Industrial,industrial_large,595.554,0.0,595.554,751.753
2025-09-03 03:00:00,Eastern_Region,Bihar,residential,349.777,0.0,349.777,440.737
2025-09-03 04:00:00,Northern_Region,Delhi,mixed,906.052,0.0,906.052,1141.341
2025-09-03 04:00:00,Northern_Region,Haryana,industrial_medium,626.722,0.0,626.722,787.032
2025-09-03 04:00:00,Northern_Region,Punjab,agricultural,530.071,0.0,530.071,667.284
2025-09-03 04:00:00,Northern_Region,UP_West,mixed,341.874,0.0,341.874,431.912
2025-09-03 04:00:00,Western_Region,Mumbai,commercial,1112.993,0.0,1112.993,1401.532
2025-09-03 04:00:00,Western_Region,Gujarat_Industrial,industrial_large,868.981,0.0,868.981,1094.697
2025-09-03 04:00:00,Western_Region,Rajasthan,mixed,660.926,0.0,660.926,832.393
2025-09-03 04:00:00,Southern_Region,Tamil_Nadu,industrial_medium,907.199,0.0,907.199,1140.495
2025-09-03 04:00:00,Southern_Region,Karnataka,mixed,787.012,0.0,787.012,989.924
2025-09-03 04:00:00,Southern_Region,Andhra_Pradesh,agricultural,570.582,0.0,570.582,717.037
2025-09-03 04:00:00,Eastern_Region,West_Bengal,mixed,805.446,0.0,805.446,1013.426
2025-09-03 04:00:00,Eastern_Region,Odisha_Industrial,industrial_large,602.111,0.0,602.111,759.491
2025-09-03 04:00:00,Eastern_Region,Bihar,residential,353.679,0.0,353.679,445.341
2025-09-03 05:00:00,Northern_Region,Delhi,mixed,1457.422,0.0,1457.422,1791.958
2025-09-03 05:00:00,Northern_Region,Haryana,industrial_medium,971.009,0.0,971.009,1193.29
2025-09-03 05:00:00,Northern_Region,Punjab,agricultural,857.623,0.0,857.623,1053.795
2025-09-03 05:00:00,Northern_Region,UP_West,mixed,586.781,0.0,586.781,720.901
2025-09-03 05:00:00,Western_Region,Mumbai,commercial,1889.87,0.0,1889.87,2318.246
2025-09-03 05:00:00,Western_Region,Gujarat_Industrial,industrial_large,1463.576,0.0,1463.576,1796.319
2025-09-03 05:00:00,Western_Region,Rajasthan,mixed,1058.194,0.0,1058.194,1301.169
2025-09-03 05:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1479.551,0.0,1479.551,1815.87
2025-09-03 05:00:00,Southern_Region,Karnataka,mixed,1246.474,0.0,1246.474,1532.09
2025-09-03 05:00:00,Southern_Region,Andhra_Pradesh,agricultural,930.738,0.0,930.738,1142.021
2025-09-03 05:00:00,Eastern_Region,West_Bengal,mixed,1331.285,0.0,1331.285,1633.916
2025-09-03 05:00:00,Eastern_Region,Odisha_Industrial,industrial_large,1011.506,0.0,1011.506,1242.578
2025-09-03 05:00:00,Eastern_Region,Bihar,residential,592.308,0.0,592.308,726.924
2025-09-03 06:00:00,Northern_Region,Delhi,mixed,1777.353,0.0,1777.353,2169.476
2025-09-03 06:00:00,Northern_Region,Haryana,industrial_medium,1083.927,0.0,1083.927,1326.534
2025-09-03 06:00:00,Northern_Region,Punjab,agricultural,959.18,0.0,959.18,1173.632
2025-09-03 06:00:00,Northern_Region,UP_West,mixed,689.736,0.0,689.736,842.388
2025-09-03 06:00:00,Western_Region,Mumbai,commercial,2124.426,0.0,2124.426,2595.023
2025-09-03 06:00:00,Western_Region,Gujarat_Industrial,industrial_large,1663.434,0.0,1663.434,2032.152
2025-09-03 06:00:00,Western_Region,Rajasthan,mixed,1227.225,0.0,1227.225,1500.625
2025-09-03 06:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1609.788,0.0,1609.788,1969.549
2025-09-03 06:00:00,Southern_Region,Karnataka,mixed,1437.823,0.0,1437.823,1757.881
2025-09-03 06:00:00,Southern_Region,Andhra_Pradesh,agricultural,1036.118,0.0,1036.118,1266.369
2025-09-03 06:00:00,Eastern_Region,West_Bengal,mixed,1482.242,0.0,1482.242,1812.045
2025-09-03 06:00:00,Eastern_Region,Odisha_Industrial,industrial_large,1144.855,0.0,1144.855,1399.929
2025-09-03 06:00:00,Eastern_Region,Bihar,residential,668.861,0.0,668.861,817.256
2025-09-03 07:00:00,Northern_Region,Delhi,mixed,1652.681,31.387,1621.294,2022.363
2025-09-03 07:00:00,Northern_Region,Haryana,industrial_medium,1110.959,21.565,1089.394,1358.431
2025-09-03 07:00:00,Northern_Region,Punjab,agricultural,994.767,17.891,976.876,1215.626
2025-09-03 07:00:00,Northern_Region,UP_West,mixed,656.129,10.087,646.043,802.733
2025-09-03 07:00:00,Western_Region,Mumbai,commercial,2051.307,40.347,2010.96,2508.742
2025-09-03 07:00:00,Western_Region,Gujarat_Industrial,industrial_large,1638.66,25.99,1612.67,2002.919
2025-09-03 07:00:00,Western_Region,Rajasthan,mixed,1240.146,23.334,1216.812,1515.872
2025-09-03 07:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1610.02,29.618,1580.403,1969.824
2025-09-03 07:00:00,Southern_Region,Karnataka,mixed,1442.696,23.15,1419.546,1763.632
2025-09-03 07:00:00,Southern_Region,Andhra_Pradesh,agricultural,1038.204,19.864,1018.34,1268.831
2025-09-03 07:00:00,Eastern_Region,West_Bengal,mixed,1521.881,30.478,1491.403,1858.819
2025-09-03 07:00:00,Eastern_Region,Odisha_Industrial,industrial_large,1112.787,18.27,1094.517,1362.088
2025-09-03 07:00:00,Eastern_Region,Bihar,residential,667.04,12.706,654.334,815.107
2025-09-03 08:00:00,Northern_Region,Delhi,mixed,1720.01,83.394,1636.616,2101.811
2025-09-03 08:00:00,Northern_Region,Haryana,industrial_medium,1133.145,44.164,1088.981,1384.611
2025-09-03 08:00:00,Northern_Region,Punjab,agricultural,1006.584,37.525,969.059,1229.569
2025-09-03 08:00:00,Northern_Region,UP_West,mixed,665.037,25.043,639.994,813.243
2025-09-03 08:00:00,Western_Region,Mumbai,commercial,2034.384,69.517,1964.867,2488.773
2025-09-03 08:00:00,Western_Region,Gujarat_Industrial,industrial_large,1610.158,56.817,1553.341,1969.287
2025-09-03 08:00:00,Western_Region,Rajasthan,mixed,1306.254,37.182,1269.072,1593.879
2025-09-03 08:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1674.646,49.16,1625.486,2046.083
2025-09-03 08:00:00,Southern_Region,Karnataka,mixed,1423.603,55.252,1368.351,1741.102
2025-09-03 08:00:00,Southern_Region,Andhra_Pradesh,agricultural,1030.654,32.185,998.468,1259.921
2025-09-03 08:00:00,Eastern_Region,West_Bengal,mixed,1455.262,54.396,1400.867,1780.21
2025-09-03 08:00:00,Eastern_Region,Odisha_Industrial,industrial_large,1131.437,40.457,1090.979,1384.095
2025-09-03 08:00:00,Eastern_Region,Bihar,residential,659.31,21.572,637.738,805.986
2025-09-03 09:00:00,Northern_Region,Delhi,mixed,1789.162,94.173,1694.989,2183.411
2025-09-03 09:00:00,Northern_Region,Haryana,industrial_medium,1060.638,53.478,1007.16,1299.053
2025-09-03 09:00:00,Northern_Region,Punjab,agricultural,966.87,51.937,914.933,1182.707
2025-09-03 09:00:00,Northern_Region,UP_West,mixed,657.039,32.149,624.89,803.806
2025-09-03 09:00:00,Western_Region,Mumbai,commercial,2100.653,112.979,1987.675,2566.971
2025-09-03 09:00:00,Western_Region,Gujarat_Industrial,industrial_large,1581.026,75.639,1505.387,1934.91
2025-09-03 09:00:00,Western_Region,Rajasthan,mixed,1220.138,56.448,1163.69,1492.263
2025-09-03 09:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1719.066,88.535,1630.531,2098.498
2025-09-03 09:00:00,Southern_Region,Karnataka,mixed,1395.189,75.397,1319.792,1707.573
2025-09-03 09:00:00,Southern_Region,Andhra_Pradesh,agricultural,1083.592,59.173,1024.42,1322.389
2025-09-03 09:00:00,Eastern_Region,West_Bengal,mixed,1425.476,67.141,1358.336,1745.062
2025-09-03 09:00:00,Eastern_Region,Odisha_Industrial,industrial_large,1188.982,54.687,1134.295,1451.999
2025-09-03 09:00:00,Eastern_Region,Bihar,residential,665.867,35.512,630.355,813.723
2025-09-03 10:00:00,Northern_Region,Delhi,mixed,1658.792,99.96,1558.832,2029.575
2025-09-03 10:00:00,Northern_Region,Haryana,industrial_medium,1026.671,55.863,970.808,1258.972
2025-09-03 10:00:00,Northern_Region,Punjab,agricultural,976.928,51.833,925.095,1194.575
2025-09-03 10:00:00,Northern_Region,UP_West,mixed,697.676,36.246,661.43,851.758
2025-09-03 10:00:00,Western_Region,Mumbai,commercial,2051.643,126.0,1925.642,2509.138
2025-09-03 10:00:00,Western_Region,Gujarat_Industrial,industrial_large,1688.666,87.671,1600.995,2061.925
2025-09-03 10:00:00,Western_Region,Rajasthan,mixed,1270.707,77.111,1193.596,1551.934
2025-09-03 10:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1606.001,101.858,1504.143,1965.081
2025-09-03 10:00:00,Southern_Region,Karnataka,mixed,1447.769,82.498,1365.271,1769.618
2025-09-03 10:00:00,Southern_Region,Andhra_Pradesh,agricultural,1030.796,60.081,970.715,1260.089
2025-09-03 10:00:00,Eastern_Region,West_Bengal,mixed,1485.965,96.046,1389.919,1816.439
2025-09-03 10:00:00,Eastern_Region,Odisha_Industrial,industrial_large,1198.176,63.645,1134.532,1462.848
2025-09-03 10:00:00,Eastern_Region,Bihar,residential,693.678,33.843,659.835,846.54
2025-09-03 11:00:00,Northern_Region,Delhi,mixed,1510.447,108.137,1402.31,1854.527
2025-09-03 11:00:00,Northern_Region,Haryana,industrial_medium,1004.507,63.69,940.817,1232.819
2025-09-03 11:00:00,Northern_Region,Punjab,agricultural,873.233,56.133,817.1,1072.215
2025-09-03 11:00:00,Northern_Region,UP_West,mixed,589.682,43.259,546.423,724.324
2025-09-03 11:00:00,Western_Region,Mumbai,commercial,1868.732,117.599,1751.133,2293.303
2025-09-03 11:00:00,Western_Region,Gujarat_Industrial,industrial_large,1488.03,103.705,1384.325,1825.175
2025-09-03 11:00:00,Western_Region,Rajasthan,mixed,1124.905,80.849,1044.055,1379.887
2025-09-03 11:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1439.534,91.881,1347.653,1768.651
2025-09-03 11:00:00,Southern_Region,Karnataka,mixed,1310.28,94.002,1216.278,1607.381
2025-09-03 11:00:00,Southern_Region,Andhra_Pradesh,agricultural,918.27,62.817,855.453,1127.309
2025-09-03 11:00:00,Eastern_Region,West_Bengal,mixed,1365.259,86.851,1278.408,1674.005
2025-09-03 11:00:00,Eastern_Region,Odisha_Industrial,industrial_large,1043.074,69.101,973.973,1279.827
2025-09-03 11:00:00,Eastern_Region,Bihar,residential,584.8,43.886,540.914,718.064
2025-09-03 12:00:00,Northern_Region,Delhi,mixed,1547.487,117.136,1430.351,1898.235
2025-09-03 12:00:00,Northern_Region,Haryana,industrial_medium,1030.055,72.255,957.8,1262.965
2025-09-03 12:00:00,Northern_Region,Punjab,agricultural,892.765,60.555,832.211,1095.263
2025-09-03 12:00:00,Northern_Region,UP_West,mixed,603.35,41.685,561.665,740.453
2025-09-03 12:00:00,Western_Region,Mumbai,commercial,1856.691,137.704,1718.988,2279.096
2025-09-03 12:00:00,Western_Region,Gujarat_Industrial,industrial_large,1425.531,120.667,1304.865,1751.427
2025-09-03 12:00:00,Western_Region,Rajasthan,mixed,1074.772,66.099,1008.672,1320.731
2025-09-03 12:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1512.561,114.261,1398.299,1854.821
2025-09-03 12:00:00,Southern_Region,Karnataka,mixed,1306.319,97.188,1209.131,1602.707
2025-09-03 12:00:00,Southern_Region,Andhra_Pradesh,agricultural,918.469,58.524,859.945,1127.543
2025-09-03 12:00:00,Eastern_Region,West_Bengal,mixed,1325.507,86.502,1239.005,1627.099
2025-09-03 12:00:00,Eastern_Region,Odisha_Industrial,industrial_large,1054.085,72.701,981.384,1292.82
2025-09-03 12:00:00,Eastern_Region,Bihar,residential,575.865,39.015,536.85,707.521
2025-09-03 13:00:00,Northern_Region,Delhi,mixed,1531.852,97.737,1434.115,1879.786
2025-09-03 13:00:00,Northern_Region,Haryana,industrial_medium,976.996,67.669,909.327,1200.355
2025-09-03 13:00:00,Northern_Region,Punjab,agricultural,883.176,56.689,826.487,1083.947
2025-09-03 13:00:00,Northern_Region,UP_West,mixed,591.452,40.919,550.533,726.413
2025-09-03 13:00:00,Western_Region,Mumbai,commercial,1785.146,103.714,1681.433,2194.673
2025-09-03 13:00:00,Western_Region,Gujarat_Industrial,industrial_large,1429.161,94.57,1334.591,1755.71
2025-09-03 13:00:00,Western_Region,Rajasthan,mixed,1111.069,86.208,1024.861,1363.562
2025-09-03 13:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1501.519,99.901,1401.618,1841.792
2025-09-03 13:00:00,Southern_Region,Karnataka,mixed,1285.639,78.213,1207.425,1578.303
2025-09-03 13:00:00,Southern_Region,Andhra_Pradesh,agricultural,918.325,60.3,858.025,1127.373
2025-09-03 13:00:00,Eastern_Region,West_Bengal,mixed,1333.674,82.716,1250.957,1636.735
2025-09-03 13:00:00,Eastern_Region,Odisha_Industrial,industrial_large,1042.36,81.282,961.079,1278.985
2025-09-03 13:00:00,Eastern_Region,Bihar,residential,586.401,41.242,545.159,719.953
2025-09-03 14:00:00,Northern_Region,Delhi,mixed,1542.36,89.749,1452.611,1892.185
2025-09-03 14:00:00,Northern_Region,Haryana,industrial_medium,1003.088,60.886,942.203,1231.144
2025-09-03 14:00:00,Northern_Region,Punjab,agricultural,879.944,49.22,830.723,1080.133
2025-09-03 14:00:00,Northern_Region,UP_West,mixed,598.867,38.112,560.754,735.163
2025-09-03 14:00:00,Western_Region,Mumbai,commercial,1919.395,127.519,1791.876,2353.086
2025-09-03 14:00:00,Western_Region,Gujarat_Industrial,industrial_large,1533.638,85.838,1447.8,1878.993
2025-09-03 14:00:00,Western_Region,Rajasthan,mixed,1126.543,69.545,1056.998,1381.821
2025-09-03 14:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1550.475,86.395,1464.08,1899.561
2025-09-03 14:00:00,Southern_Region,Karnataka,mixed,1259.248,71.762,1187.485,1547.162
2025-09-03 14:00:00,Southern_Region,Andhra_Pradesh,agricultural,869.967,49.966,820.001,1070.311
2025-09-03 14:00:00,Eastern_Region,West_Bengal,mixed,1297.892,79.864,1218.028,1594.512
2025-09-03 14:00:00,Eastern_Region,Odisha_Industrial,industrial_large,1037.792,74.716,963.075,1273.594
2025-09-03 14:00:00,Eastern_Region,Bihar,residential,601.971,34.387,567.584,738.326
2025-09-03 15:00:00,Northern_Region,Delhi,mixed,1482.146,76.971,1405.174,1821.132
2025-09-03 15:00:00,Northern_Region,Haryana,industrial_medium,964.577,56.488,908.088,1185.7
2025-09-03 15:00:00,Northern_Region,Punjab,agricultural,903.683,42.631,861.051,1108.146
2025-09-03 15:00:00,Northern_Region,UP_West,mixed,572.867,32.194,540.673,704.483
2025-09-03 15:00:00,Western_Region,Mumbai,commercial,1846.896,102.732,1744.164,2267.538
2025-09-03 15:00:00,Western_Region,Gujarat_Industrial,industrial_large,1397.291,65.017,1332.274,1718.103
2025-09-03 15:00:00,Western_Region,Rajasthan,mixed,1102.645,54.835,1047.81,1353.621
2025-09-03 15:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1453.46,76.424,1377.037,1785.083
2025-09-03 15:00:00,Southern_Region,Karnataka,mixed,1251.919,61.085,1190.835,1538.515
2025-09-03 15:00:00,Southern_Region,Andhra_Pradesh,agricultural,921.513,47.959,873.554,1131.135
2025-09-03 15:00:00,Eastern_Region,West_Bengal,mixed,1346.537,59.154,1287.382,1651.913
2025-09-03 15:00:00,Eastern_Region,Odisha_Industrial,industrial_large,989.535,55.237,934.297,1216.651
2025-09-03 15:00:00,Eastern_Region,Bihar,residential,592.885,27.15,565.735,727.604
2025-09-03 16:00:00,Northern_Region,Delhi,mixed,1574.996,55.763,1519.234,1930.696
2025-09-03 16:00:00,Northern_Region,Haryana,industrial_medium,1026.909,36.184,990.724,1259.252
2025-09-03 16:00:00,Northern_Region,Punjab,agricultural,923.023,37.977,885.047,1130.967
2025-09-03 16:00:00,Northern_Region,UP_West,mixed,594.775,22.84,571.935,730.334
2025-09-03 16:00:00,Western_Region,Mumbai,commercial,1882.084,74.889,1807.196,2309.059
2025-09-03 16:00:00,Western_Region,Gujarat_Industrial,industrial_large,1420.194,53.117,1367.077,1745.129
2025-09-03 16:00:00,Western_Region,Rajasthan,mixed,1131.673,32.642,1099.03,1387.874
2025-09-03 16:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1426.515,39.747,1386.769,1753.288
2025-09-03 16:00:00,Southern_Region,Karnataka,mixed,1277.587,47.924,1229.663,1568.803
2025-09-03 16:00:00,Southern_Region,Andhra_Pradesh,agricultural,953.257,33.611,919.646,1168.594
2025-09-03 16:00:00,Eastern_Region,West_Bengal,mixed,1376.866,41.54,1335.327,1687.702
2025-09-03 16:00:00,Eastern_Region,Odisha_Industrial,industrial_large,985.18,34.29,950.891,1211.513
2025-09-03 16:00:00,Eastern_Region,Bihar,residential,593.646,20.71,572.936,728.502
2025-09-03 17:00:00,Northern_Region,Delhi,mixed,1437.834,25.818,1412.016,1768.844
2025-09-03 17:00:00,Northern_Region,Haryana,industrial_medium,964.97,18.653,946.316,1186.164
2025-09-03 17:00:00,Northern_Region,Punjab,agricultural,885.845,14.541,871.304,1087.097
2025-09-03 17:00:00,Northern_Region,UP_West,mixed,590.811,9.57,581.241,725.657
2025-09-03 17:00:00,Western_Region,Mumbai,commercial,1849.298,36.704,1812.593,2270.371
2025-09-03 17:00:00,Western_Region,Gujarat_Industrial,industrial_large,1419.437,27.013,1392.424,1744.235
2025-09-03 17:00:00,Western_Region,Rajasthan,mixed,1087.885,18.147,1069.738,1336.204
2025-09-03 17:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1466.067,23.811,1442.255,1799.959
2025-09-03 17:00:00,Southern_Region,Karnataka,mixed,1268.447,20.228,1248.219,1558.017
2025-09-03 17:00:00,Southern_Region,Andhra_Pradesh,agricultural,963.877,17.524,946.353,1181.125
2025-09-03 17:00:00,Eastern_Region,West_Bengal,mixed,1299.857,24.054,1275.803,1596.831
2025-09-03 17:00:00,Eastern_Region,Odisha_Industrial,industrial_large,1026.11,18.18,1007.931,1259.81
2025-09-03 17:00:00,Eastern_Region,Bihar,residential,597.028,11.636,585.392,732.493
2025-09-03 18:00:00,Northern_Region,Delhi,mixed,1974.841,0.0,1974.841,2402.512
2025-09-03 18:00:00,Northern_Region,Haryana,industrial_medium,1307.646,0.0,1307.646,1590.522
2025-09-03 18:00:00,Northern_Region,Punjab,agricultural,1114.805,0.0,1114.805,1357.27
2025-09-03 18:00:00,Northern_Region,UP_West,mixed,822.509,0.0,822.509,999.061
2025-09-03 18:00:00,Western_Region,Mumbai,commercial,2480.145,0.0,2480.145,3014.771
2025-09-03 18:00:00,Western_Region,Gujarat_Industrial,industrial_large,2068.859,0.0,2068.859,2510.554
2025-09-03 18:00:00,Western_Region,Rajasthan,mixed,1450.646,0.0,1450.646,1764.262
2025-09-03 18:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1862.471,0.0,1862.471,2267.716
2025-09-03 18:00:00,Southern_Region,Karnataka,mixed,1665.746,0.0,1665.746,2026.83
2025-09-03 18:00:00,Southern_Region,Andhra_Pradesh,agricultural,1193.147,0.0,1193.147,1451.663
2025-09-03 18:00:00,Eastern_Region,West_Bengal,mixed,1820.019,0.0,1820.019,2210.622
2025-09-03 18:00:00,Eastern_Region,Odisha_Industrial,industrial_large,1358.009,0.0,1358.009,1651.451
2025-09-03 18:00:00,Eastern_Region,Bihar,residential,777.661,0.0,777.661,945.64
2025-09-03 19:00:00,Northern_Region,Delhi,mixed,2077.593,0.0,2077.593,2523.76
2025-09-03 19:00:00,Northern_Region,Haryana,industrial_medium,1282.556,0.0,1282.556,1560.917
2025-09-03 19:00:00,Northern_Region,Punjab,agricultural,1133.332,0.0,1133.332,1379.131
2025-09-03 19:00:00,Northern_Region,UP_West,mixed,808.312,0.0,808.312,982.309
2025-09-03 19:00:00,Western_Region,Mumbai,commercial,2359.42,0.0,2359.42,2872.315
2025-09-03 19:00:00,Western_Region,Gujarat_Industrial,industrial_large,1889.749,0.0,1889.749,2299.204
2025-09-03 19:00:00,Western_Region,Rajasthan,mixed,1433.747,0.0,1433.747,1744.322
2025-09-03 19:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1942.754,0.0,1942.754,2362.449
2025-09-03 19:00:00,Southern_Region,Karnataka,mixed,1709.33,0.0,1709.33,2078.259
2025-09-03 19:00:00,Southern_Region,Andhra_Pradesh,agricultural,1205.505,0.0,1205.505,1466.246
2025-09-03 19:00:00,Eastern_Region,West_Bengal,mixed,1721.179,0.0,1721.179,2093.991
2025-09-03 19:00:00,Eastern_Region,Odisha_Industrial,industrial_large,1375.29,0.0,1375.29,1671.842
2025-09-03 19:00:00,Eastern_Region,Bihar,residential,778.087,0.0,778.087,946.143
2025-09-03 20:00:00,Northern_Region,Delhi,mixed,1917.856,0.0,1917.856,2335.27
2025-09-03 20:00:00,Northern_Region,Haryana,industrial_medium,1294.888,0.0,1294.888,1575.468
2025-09-03 20:00:00,Northern_Region,Punjab,agricultural,1136.586,0.0,1136.586,1382.972
2025-09-03 20:00:00,Northern_Region,UP_West,mixed,757.875,0.0,757.875,922.793
2025-09-03 20:00:00,Western_Region,Mumbai,commercial,2460.779,0.0,2460.779,2991.919
2025-09-03 20:00:00,Western_Region,Gujarat_Industrial,industrial_large,1951.664,0.0,1951.664,2372.264
2025-09-03 20:00:00,Western_Region,Rajasthan,mixed,1452.896,0.0,1452.896,1766.917
2025-09-03 20:00:00,Southern_Region,Tamil_Nadu,industrial_medium,1908.779,0.0,1908.779,2322.36
2025-09-03 20:00:00,Southern_Region,Karnataka,mixed,1661.329,0.0,1661.329,2021.618
2025-09-03 20:00:00,Southern_Region,Andhra_Pradesh,agricultural,1243.26,0.0,1243.26,1510.796
2025-09-03 20:00:00,Eastern_Region,West_Bengal,mixed,1782.845,0.0,1782.845,2166.758
2025-09-03 20:00:00,Eastern_Region,Odisha_Industrial,industrial_large,1376.271,0.0,1376.271,1672.999
2025-09-03 20:00:00,Eastern_Region,Bihar,residential,728.2,0.0,728.2,887.276
2025-09-03 21:00:00,Northern_Region,Delhi,mixed,2030.258,0.0,2030.258,2467.904
2025-09-03 21:00:00,Northern_Region,Haryana,industrial_medium,1328.917,0.0,1328.917,1615.622
2025-09-03 21:00:00,Northern_Region,Punjab,agricultural,1161.204,0.0,1161.204,1412.021
2025-09-03 21:00:00,Northern_Region,UP_West,mixed,813.084,0.0,813.084,987.939
2025-09-03 21:00:00,Western_Region,Mumbai,commercial,2465.539,0.0,2465.539,2997.536
2025-09-03 21:00:00,Western_Region,Gujarat_Industrial,industrial_large,1897.579,0.0,1897.579,2308.443
